poi_type,name,latitude,longitude
clinic,Поликлиника №139 филиал Женская консультация,55.8483981,37.4456045
clinic,"Центр натуральной терапии ""МеЦеНаТ",55.7064505,37.602951
clinic,Чайка,55.7793741,37.5886644
clinic,Истмед,55.7673219,37.5749996
clinic,Коопвнешторг,55.7568604,37.6269709
mall,Волна,55.8211767,37.8264498
clinic,Городской медицинский центр,55.8592126,37.4362402
kindergarten,Ч.У.Д.О. Детский сад № 1,55.8171088,37.5074547
clinic,Поликлиника №11 филиал №2,55.6901714,37.5315205
clinic,Центр Планирования семьи и Репродукции № 2,55.7159804,37.6094392
clinic,СМ-Клиника,55.7080884,37.7253164
clinic,Международный центр охраны зрения,55.7393977,37.5864047
clinic,Медлайн-Сервис,55.8585498,37.4857871
kindergarten,"Детский центр ""Вешняки""",55.7402605,37.8243783
clinic,Медико-С,55.7572775,37.5536693
clinic,Westmed,55.7613264,37.6010585
clinic,Ланцетъ-Центр,55.7615669,37.5920675
clinic,Центральный институт дерматокосметологии,55.7599894,37.5942142
clinic,Gen87,55.7190143,37.6151709
kindergarten,"Детский центр ""Счастливый ребенок""",55.6373386,37.4350737
clinic,Медсервис,55.8082557,37.5059722
clinic,МедЦентрСервис,55.7759662,37.5853948
clinic,Онкологический диспансер №3,55.7994733,37.7893366
clinic,Детская поликлиника №132,55.6393877,37.3651804
clinic,Медисанс,55.7501868,37.5897538
clinic,"Детский медицинский центр ""Здоровье человека""",55.8661916,37.6042518
clinic,Медси,55.7520833,37.6384788
clinic,Ясный взор,55.7769485,37.6307048
clinic,Центр МРТ,55.8457302,37.4315502
clinic,Евромедсервис,55.7076987,37.601495
clinic,Евромед,55.7674431,37.5887214
clinic,Фельдшер,55.3262093,37.270855
clinic,Клиника глазных болезней,55.7660462,37.5823688
clinic,Revitonica,55.7597557,37.5608089
clinic,Арт-Мед,55.762288,37.568821
clinic,Клиника лечения головной боли и вегетативных расстройств им. академика Александра Вейна,55.8228686,37.5087638
clinic,Консультативный центр,55.7660839,37.5853989
clinic,Леге Артис,55.7556684,37.5873366
clinic,Рана,55.7659572,37.5821268
clinic,Miz Clinic,55.782913,37.5760742
clinic,Центр ЭКО,55.815806,37.6197512
clinic,Медси,55.5686706,37.5818119
clinic,МЕДСИ,55.7667264,37.5972453
kindergarten,Sun School,55.8008773,37.6337751
clinic,Клиника Семейная,55.8531724,37.4381221
clinic,Бест Клиник,55.8663921,37.4642222
kindergarten,,55.7703871,37.5868692
clinic,MedAssist,55.7654352,37.5810845
clinic,Детская городская клиническая больница №13 имени Н.Ф. Филатова,55.7683043,37.584066
clinic,Медок,55.5493166,37.5564692
clinic,Поликлиника.ру,55.7482351,37.5801831
clinic,Чайка,55.7389106,37.5887836
clinic,Клиника МК,55.8618812,37.5632965
school,Воскресная школа,55.7209014,37.8585908
clinic,Медклиника,55.7884023,37.6227732
clinic,Медси,55.7772626,37.6350446
clinic,Женская консультация № 3,55.7975731,37.5437489
clinic,Доктор Баир,55.7902772,37.6336965
clinic,Поликлиника.ру,55.763219,37.5661363
clinic,"Наркологический диспансер №8, филиал №2",55.6366972,37.348814
clinic,Научно-исследовательский клинический институт оториноларингологии имени Л. И. Свержевского,55.6959546,37.6001382
clinic,Клиника спортивной медицины,55.7194174,37.5562445
clinic,Ready medical,55.6921816,37.5032967
clinic,МегаКлиник.ру,55.6696245,37.4721719
clinic,Семейная клиника Медис,55.6710912,37.4735742
clinic,Реформа,55.7785732,37.6066853
clinic,Доктор рядом,55.8800263,37.5277291
clinic,Поликлиник.ру,55.8669265,37.5522191
clinic,Медалюкс,55.7147163,37.7912534
clinic,МедиАрт,55.6346625,37.345428
clinic,Лечу,55.7099562,37.5981809
clinic,Женская консультация №2,55.8913961,37.5415008
clinic,Диамед,55.8096749,37.7913648
clinic,Сесиль,55.7733458,37.6522141
clinic,Медси,55.8618072,37.5678813
kindergarten,Дошкольное отделение ГБОУ Школы №444,55.7896286,37.7966572
clinic,Центр семейной медицины и гомеопатии доктора Герасенко,55.8485076,37.4541973
clinic,Медицинский центр «Возрождение»,55.8070295,37.5377096
clinic,,55.8593348,37.5683071
school,Байтик,55.4702894,37.2961715
kindergarten,Талантино,55.7729464,37.4645667
clinic,К31,55.7526072,37.532654
clinic,Семейная,55.7663307,37.7005474
clinic,Детская поликлиника № 2,55.591645,37.3730904
clinic,Аксис,55.9965408,37.1804872
clinic,MedSwiss,55.7412684,37.619212
clinic,Медцель,55.6363669,37.5147992
clinic,Медлайн-Сервис,55.7789259,37.5320333
clinic,Лаборатория Ан-Тек,55.7446722,37.4943551
clinic,Клиника Семейная,55.7785248,37.5230635
clinic,Доктор Зон,55.7787422,37.5243119
clinic,Женская консультация. Филиал поликлиники N8,55.6802037,37.4572052
clinic,Фертимед,55.7903439,37.7843696
clinic,"9 лечебно-диагностический центр МО РФ, детское отделение",55.7282776,37.5817783
clinic,Лечебный центр,55.7382792,37.5880963
clinic,Институт аллергологии и клинической иммунологии,55.7624111,37.5959423
clinic,К+31 Петровские Ворота,55.7689331,37.6141675
clinic,Детский медицинский центр Sanare,55.81923,37.7021065
clinic,Открытая клиника,55.762869,37.5598006
kindergarten,Мамин Садик Seasons,55.7698271,37.607655
clinic,Доктор рядом,55.5041216,37.590367
clinic,Клиника Аллы Хазовой,55.7861505,37.511614
clinic,Медалюкс,55.7022664,37.7626408
clinic,Neuroclinic,55.7321105,37.6206772
clinic,Доктор Рядом,55.8612729,37.5039673
kindergarten,Даниил,55.7186774,37.6234095
school,Lancman School,55.5737094,37.5910065
clinic,Клинический госпиталь на Яузе,55.7509378,37.6777251
clinic,Клиника постстрессовых состояний,55.7444665,37.6675608
clinic,Юнимед,55.7836095,37.6322833
clinic,Виталис,55.7861584,37.6323383
clinic,Наркологический диспансер 8,55.6361099,37.3469423
clinic,Дарлинг,55.7738276,37.6317075
clinic,"Лечебно-восстановительный комплекс МЦ ЗАО ""Коопвнешторг""",55.7568188,37.6330062
clinic,Клиника здоровья,55.7571645,37.6330223
clinic,Имма в Марьино,55.6591713,37.7464821
school,О'кей инглиш,55.7131516,37.7554185
clinic,Городская поликлиника №23 филиал 2,55.6991401,37.810416
school,Лига Роботов,55.7131135,37.7554516
clinic,Триактив,55.765437,37.6385345
clinic,Доктор Визус,55.7726989,37.6520998
kindergarten,"Семейный центр ""Веста""",55.800881,37.7199409
clinic,Рязановская поликлиника,55.4741196,37.5370055
clinic,"Клиника эстетической медицины ""Revital""",55.6868156,37.6770334
clinic,Семейный Доктор,55.7812441,37.4696906
clinic,Эрисман,55.7394243,37.6321542
clinic,Поликлиника Научно-клинического центра оториноларингологии,55.8135266,37.4805866
clinic,ГБУЗ Научно-практический центр интервенционной кардиоангиологии,55.6631764,37.468356
clinic,Медцентрсервис,55.7698238,37.6342924
clinic,Поликлиника,55.7517495,37.5938441
clinic,Медицинский центр,55.8787781,37.7222004
mall,Торгово-развлекательный центр «Нора»,55.6825397,37.6629289
clinic,Ниармедик,55.7571873,37.6352468
clinic,Ребёнок и Семья,55.6790968,37.4689433
clinic,Медосмотры.Ру,55.7702446,37.6635779
clinic,Женская консультация,55.8109397,37.657343
clinic,МедЦентрСервис,55.8463412,37.3715923
