source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all-vyhino-zhulebino,17492604.098567788,37.683590540027055,0,5,23,,55.68290534566352,37.84113065354952,,,20.206546007398913,unknown,монолитно-кирпичный,1973,2.5,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,464196.85194242187,0.21739130434782608,53.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,21671948.664402187,48.249618604823176,2,3,5,,55.673765116027305,37.775817709781556,,,9.238960564350435,косметический ремонт,кирпичные,1968,2.68,не угловая,пассажирский,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,449163.1082496431,0.6,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,21185411.72354076,72.46515460598938,3,10,14,,55.66758798240563,37.77820535967346,,,10.581024783743096,косметический ремонт,панельные,1994,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,292353.0880287358,0.7142857142857143,32.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10924564.873415014,22.51642760696235,0,8,11,,55.70799843489296,37.83019948264551,,,6.070242383300291,unknown,панельные,2002,2.7,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,485181.97753701423,0.7272727272727273,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,7147556.92494145,36.57942327542947,1,5,20,,55.69869374004902,37.85571585327749,,,10.268302520312025,косметический ремонт,железо-бетон,1966,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,195398.29458553792,0.25,60.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,24363469.366814844,59.83969250692639,3,2,6,,55.71151605365266,37.775590348366784,,,10.002157852623103,косметический ремонт,панельные,2003,2.5,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,407145.631037372,0.3333333333333333,23.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,23979491.2498309,62.117099087746155,3,2,5,,55.7139675761626,37.77563558823637,,,10.050437894473024,косметический ремонт,панельные,2002,2.68,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,386036.88198570977,0.4,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,23287322.967300937,58.04027970549768,3,3,5,,55.71132022488606,37.775632839170605,,,9.902172794514902,косметический ремонт,панельные,1970,2.68,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,401226.9252571351,0.6,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,9497025.536004826,21.824970456969023,0,24,25,,55.67658108773522,37.86483842560509,,,9.045739329115781,евроремонт,панельные,1973,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,435144.94348249125,0.96,53.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-ryazanskii,23327896.26750218,76.03674603636097,3,29,33,,55.72510807666657,37.77380872030404,,,9.974946983572535,евроремонт,блочные,1970,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,,,,,,,,,,306797.6667011332,0.8787878787878788,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,7198628.770247726,46.85648474042782,2,3,5,,55.70410963823141,37.78015688622742,,,9.779445562978504,косметический ремонт,панельные,1969,2.64,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,153631.43031591404,0.6,57.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-novokosino,19245169.847809296,78.18509504591742,3,1,18,,55.70081019589947,37.82120769524181,,,10.255261250541512,евроремонт,панельные,1963,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,246148.83228711018,0.05555555555555555,63.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,25382297.524840105,49.954135306587744,2,14,25,,55.715457863094315,37.79651679993448,,,9.603113089024472,unknown,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,,,,,,,,,,508112.03855414933,0.56,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,11969576.6084792,43.8566724360107,2,7,9,,55.69659897807629,37.818788870117885,,,7.241728916464352,косметический ремонт,железобетонные,1968,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,272924.8696636406,0.7777777777777778,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,23938581.795857746,59.874962410502214,3,3,5,,55.711786259963944,37.77557539030545,,,9.841102464438064,косметический ремонт,панельные,1979,2.64,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,399809.55030476744,0.6,47.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-veshnyaki,13142238.672377635,36.061856498498436,1,7,12,,55.723156600113526,37.8266986941105,,,7.831933748012756,требует ремонта / частичный ремонт,монолитные,2005,2.7,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,364435.99826661334,0.5833333333333334,21.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,19912432.42821059,48.691611051192666,3,5,9,,55.720606688204576,37.83068322930285,,,5.928091545300587,евроремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,,,,,,,,,,408949.96074940613,0.5555555555555556,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,8805763.063876534,43.848474571500944,2,5,5,,55.68409325087629,37.79893265704857,,,6.949329042809124,косметический ремонт,панельные,1968,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,200822.56338284997,1.0,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,16122503.148942677,44.96939793032211,2,9,9,,55.702668502827315,37.81323671683966,,,7.877377720447346,косметический ремонт,блочные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,358521.6589718126,1.0,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,14990346.009813627,50.52994124166845,2,3,17,,55.67098473235706,37.772709615607695,,,10.660638351262742,требует ремонта / частичный ремонт,монолитные,2020,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,296662.64478954417,0.17647058823529413,6.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,13429176.656155126,27.529199711667662,0,4,30,,55.71623621256845,37.79161727061173,,,5.244861305702445,черновая отделка,монолитные,1978,2.7,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,487815.73009052844,0.13333333333333333,48.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-lyublino,15702795.97200618,45.17969591869471,1,15,24,,55.668539801223595,37.773714587315816,,,9.239987136451616,unknown,монолитные,1982,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,347563.1177391034,0.625,44.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
1k,13649679.723564075,36.0012332616755,1,13,15,,55.67282001899092,37.78966396038076,,,8.000815560783602,косметический ремонт,панельные,1967,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,379144.7816343172,0.8666666666666667,59.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
1k,24393572.264123853,87.9343562210296,1,16,16,,55.67620352555868,37.7947935611635,,,10.60982480254949,без стен,unknown,1970,2.64,не угловая,unknown,,unknown,наземный паркинг,есть,synthetic,,,,,,,,,,277406.61684960517,1.0,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
4k,28819719.412552077,89.31991093017686,4,3,17,,55.67931124099252,37.8551375448085,,,10.142412391092378,современный ремонт,панельные,2002,2.51,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,322657.27890258445,0.17647058823529413,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,22294201.086958822,73.01640194180916,3,11,14,,55.66808681575816,37.777281603331126,,,10.459994270061493,косметический ремонт,панельные,2007,2.69,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,305331.41176589765,0.7857142857142857,19.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,11059678.449295705,35.16952410222776,1,9,15,,55.6733958519119,37.806186875685526,,,9.564758956844054,требует ремонта / частичный ремонт,блочные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,314467.67426105565,0.6,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,15778042.078689065,44.08957260473711,2,9,9,,55.7007896054659,37.78898350751808,,,6.084050821352633,косметический ремонт,блочные,2002,2.64,не угловая,"пассажирский, грузовой",,детская площадка,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,357863.34832816746,1.0,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,11760641.79034543,38.10595421733066,1,9,10,,55.669459702724936,37.78988620817736,,,11.88206380535661,косметический ремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,308630.0299231627,0.9,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
studio,6455123.236953986,18.142795809788897,0,1,10,,55.708374112342085,37.78593185299665,,,10.885677485873337,косметический ремонт,панельные,2002,2.64,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,355795.3969515074,0.1,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
1k,11640062.02013557,36.17703123536355,1,13,20,,55.677839262270474,37.806154277513805,,,8.481827168081042,косметический ремонт,панельные,1999,2.68,не угловая,"пассажирский, грузовой",,детская площадка,unknown,есть,synthetic,,,,,,,,,,321752.8255540562,0.65,27.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,9829190.287803734,21.72338666763839,0,23,27,,55.67664642826759,37.86341035938191,,,9.717559983367378,евроремонт,панельные,1971,2.7,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,452470.4383431339,0.8518518518518519,55.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,12081636.082258476,22.559575379739655,0,5,31,,55.716585316028585,37.79281477445341,,,5.025469613199845,черновая отделка,монолитные,2002,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,535543.5941896661,0.16129032258064516,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,16536639.437707976,45.327433479177465,2,9,9,,55.70241610396191,37.81350872260477,,,8.44628397139119,косметический ремонт,блочные,1962,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,364826.29102096823,1.0,64.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,6311152.10132126,47.47515783254005,2,3,5,,55.704121414442255,37.780875587362836,,,9.875583908604415,косметический ремонт,панельные,2002,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,132935.8845647801,0.6,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,21615644.72174788,64.62422899406307,3,2,14,,55.69197865990527,37.807820823544546,,,9.324878758064491,косметический ремонт,блочные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,334482.051982913,0.14285714285714285,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,11061332.411558785,31.388145159952302,1,1,9,,55.705997067870655,37.79149126673965,,,5.935914959873759,косметический ремонт,панельные,2002,2.68,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,,,,,,,,,,352404.78069636895,0.1111111111111111,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
studio,5707958.201667329,16.226265433166667,0,1,8,,55.708844453951954,37.787772387288165,,,9.7357592599,косметический ремонт,панельные,1978,2.7,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,351772.7615869145,0.125,48.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,23096450.11537983,60.46339006315453,3,2,5,,55.70877550221195,37.77952487721025,,,10.216959925998022,косметический ремонт,панельные,2018,2.68,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,381990.65734249086,0.4,8.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,15400561.943901343,50.649660394820145,2,3,17,,55.67113194161098,37.77081827883728,,,9.490385207268034,требует ремонта / частичный ремонт,монолитные,2003,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,304060.5173628436,0.17647058823529413,23.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
1k,13251598.220245237,35.91420769914682,1,14,16,,55.680517045361356,37.75708983367835,,,9.134995909256888,косметический ремонт,unknown,1999,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,368979.2722494068,0.875,27.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,21476089.266982608,78.01854284744765,3,2,14,,55.672649546950844,37.82037291612501,,,11.928201704036374,ремонт по дизайн-проекту,панельные,1970,2.7,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,275269.0383999551,0.14285714285714285,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
studio,5988940.6856767135,17.162321737894423,0,1,9,,55.70781481385497,37.78976641086784,,,10.297393042736653,косметический ремонт,панельные,2000,2.68,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,348958.65356335364,0.1111111111111111,26.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,28394302.309893634,64.23710326867892,2,5,19,,55.724310952103814,37.77461980755163,,,9.86373021170363,евроремонт,монолитные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, парковка во дворе, подземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,442023.3924797522,0.2631578947368421,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,18160828.384159155,39.175364010454636,0,6,23,,55.68314397691257,37.84153231614384,,,19.506461465495395,unknown,монолитно-кирпичный,2002,2.64,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,463577.78269303683,0.2608695652173913,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,23205153.580838338,57.244955948131334,3,1,5,,55.71242039581676,37.77647755407385,,,9.811172844428375,косметический ремонт,панельные,2001,2.7,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,405365.90860274446,0.2,25.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,20682515.125271533,71.48856550808227,3,11,14,,55.66771676271897,37.776852925667775,,,10.769185787686387,косметический ремонт,панельные,2020,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,289312.21347466024,0.7857142857142857,6.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-lyublino,16084892.923541695,44.853221689686386,1,15,23,,55.66829199847588,37.77494067701199,,,8.825699089436249,unknown,монолитные,1982,2.64,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,358611.7633828804,0.6521739130434783,44.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,25136920.702705253,52.208136016516605,2,27,32,,55.723978829415955,37.776626337156166,,,9.449464017068994,евроремонт,железобетонные,1969,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг, подземный паркинг",есть,synthetic,,,,,,,,,,481475.1611655493,0.84375,57.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,24279291.852352608,81.00474355618258,3,5,14,,55.69923379186491,37.85476315490583,,,8.447595580178705,евроремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,299726.7911293761,0.35714285714285715,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,25970637.307046417,83.49522524609253,3,5,13,,55.69884376950626,37.854132890192446,,,8.347842961074928,евроремонт,панельные,2002,2.5,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,311043.3827862727,0.38461538461538464,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,15255804.760458762,50.97078217973279,2,3,17,,55.67338162349261,37.77353329902159,,,10.010544783189456,требует ремонта / частичный ремонт,монолитные,1961,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,299304.89798378723,0.17647058823529413,65.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,5014155.398150952,41.04033252508219,2,3,5,,55.70442075726954,37.77854072136251,,,9.949618711266584,косметический ремонт,панельные,1963,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,122176.28585456764,0.6,63.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,6277474.171693273,13.08551620966814,0,8,9,,55.70789637600441,37.8301626833828,,,6.0088728857707085,unknown,панельные,2002,2.7,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,479726.9034793756,0.8888888888888888,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,11668909.262314215,38.12204630705752,1,9,10,,55.66818838344352,37.7894315079487,,,12.114781977791514,косметический ремонт,панельные,2001,2.69,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,306093.4654012514,0.9,25.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,16130097.62223336,43.73245398253786,2,9,9,,55.6988278571248,37.77678138569318,,,5.616889422904206,косметический ремонт,блоки железобетонные,1968,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,368835.8679500131,1.0,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10445992.720553737,43.38529046996518,2,9,9,,55.67317586923869,37.80988368199968,,,6.069214789269566,косметический ремонт,кирпичные,1968,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,240772.68141803273,1.0,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,19390662.777807,51.17639778951916,2,27,32,,55.72464435196052,37.77714038286278,,,8.872546581599579,евроремонт,железобетонные,1970,2.82,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг, подземный паркинг",есть,synthetic,,,,,,,,,,378898.54728654184,0.84375,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10870091.67487124,43.578734615109525,2,9,9,,55.67295878075895,37.808580577696986,,,6.101165698162537,косметический ремонт,кирпичные,1961,2.8,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,249435.68855031382,1.0,65.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-veshnyaki,3728212.508961172,42.86040270922571,2,9,9,,55.72020150666118,37.83414221664372,,,9.667358652352107,требует ремонта / частичный ремонт,панельные,2003,2.68,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,,,,,,,,,,86985.00884964092,1.0,23.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,15811725.646424066,44.78557913917854,2,8,9,,55.7019339373403,37.8130536136312,,,8.418298918381089,косметический ремонт,блочные,2005,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,353053.9506318883,0.8888888888888888,21.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-ryazanskii,25066022.215207137,80.46338896307769,3,28,33,,55.724286252764344,37.77467349036642,,,10.028619481020629,евроремонт,блочные,2002,2.5,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,,,,,,,,,,311520.83622415166,0.8484848484848485,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,19078159.634032056,45.092589824123955,2,2,5,,55.707443876975574,37.78208288972032,,,6.275964042390653,косметический ремонт,панельные,1968,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,423088.5763812458,0.4,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,26708173.10955554,184.5414660306162,4,18,23,,55.66803018201874,37.854619634175165,,,12.658939139437589,без стен,монолитные,1962,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,144727.2186789962,0.782608695652174,64.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-lyublino,15509842.116597248,45.185219100269784,1,15,24,,55.66921749457791,37.775485111137826,,,9.323759061372673,unknown,монолитные,1967,2.5,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,343250.3465830189,0.625,59.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,15745118.132298227,33.206756825588855,0,4,24,,55.68409891498941,37.840045848792975,,,19.924054095353313,unknown,монолитно-кирпичный,2002,2.7,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,,,,,,,,,,474154.0468705203,0.16666666666666666,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
1k,12793766.497811772,35.96973883477184,1,13,14,,55.672420340115075,37.79129820766923,,,7.904315089733154,косметический ремонт,панельные,2001,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,355681.3841929838,0.9285714285714286,25.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,21116075.584684905,44.91376220317402,2,2,5,,55.70861801771397,37.77408542567345,,,5.9167329268247775,косметический ремонт,панельные,1968,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,470147.111906663,0.4,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,21693564.355443027,59.75897462088492,2,5,20,,55.677367151961725,37.85729103846413,,,10.47918279085989,косметический ремонт,монолитные,1961,2.64,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,363017.6804918174,0.25,65.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-kuzminki,5729212.766948468,44.502651792943766,2,3,6,,55.704098374014734,37.78123027164588,,,10.684607061494008,косметический ремонт,панельные,1968,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,128738.6826655772,0.5,58.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,12366719.168922838,25.741337973783367,0,8,10,,55.70014012241028,37.83448932904527,,,11.33993081167622,unknown,монолитно-кирпичный,1970,2.5,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,480422.5476359426,0.8,56.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,8817134.989121055,19.02823054598678,0,6,30,,55.71614974625949,37.792308793726725,,,5.168689637404433,черновая отделка,монолитные,2003,2.64,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,463371.2508271383,0.2,23.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10966562.763460096,31.29915016119706,1,1,9,,55.7067292406881,37.79037483231967,,,5.926697671722048,косметический ремонт,панельные,2003,2.64,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,,,,,,,,,,350378.9306412488,0.1111111111111111,23.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,7166052.076163566,36.63101282223946,1,5,20,,55.69867597911409,37.85628371965899,,,10.2091555965968,косметический ремонт,железо-бетон,1981,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,,,,,,,,,,195628.00818362588,0.25,45.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
2k,14165278.619852649,50.67473765348892,2,3,17,,55.67075700053499,37.77142234950572,,,10.282389446049697,требует ремонта / частичный ремонт,монолитные,1961,2.64,не угловая,unknown,,unknown,"наземный паркинг, подземный паркинг",нет,synthetic,,,,,,,,,,279533.3390123112,0.17647058823529413,65.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,27185282.74842156,177.67552977072117,4,20,22,,55.669235984713,37.85445731813448,,,12.569741939127338,без стен,монолитные,1996,2.71,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,153005.2156507,0.9090909090909091,30.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all-vyhino-zhulebino,25289791.465809554,79.6940273389018,3,5,13,,55.699041001177044,37.85436727178341,,,8.503818396882446,евроремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,,,,,,,,,,317336.0954424323,0.38461538461538464,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10185761.673271948,21.70156873432289,0,5,32,,55.715613634197396,37.79098150799941,,,4.98952739925217,черновая отделка,монолитные,1969,2.64,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,,,,,,,,,,469356.0082208386,0.15625,57.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,17499918.28033178,48.226136302291636,2,9,9,,55.69616841643371,37.822858051617764,,,8.63318194285744,косметический ремонт,блочные,1972,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,,,,,,,,,,362872.07771816064,1.0,54.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
4k,24874575.379760314,92.940208062463,4,3,18,,55.67935028176351,37.85571331711465,,,10.02763048350502,современный ремонт,панельные,2004,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,,,,,,,,,,267640.62506770674,0.16666666666666666,22.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10986458.72423895,31.379551614257295,1,1,8,,55.70643567771035,37.79071302242934,,,5.981594223869043,косметический ремонт,панельные,2002,2.68,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,,,,,,,,,,350115.2234198036,0.125,24.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
all,10784801.790875887,33.58026100271357,1,9,9,,55.68683885467046,37.815146414142525,,,7.575938607107604,требует ремонта / частичный ремонт,монолитные,1982,2.71,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,,,,,,,,,,321164.9185813173,1.0,44.0,,12,1,geo_cluster_bootstrap_mixup_tail_v3,12
