source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
all,18300000.0,57.9,2.0,18.0,22.0,"мкб, улица картмазовские пруды, жилой комплекс «филатов луг», район коммунарка, москва, центральный федеральный округ, 108811, россия",55.614312,37.385448,Филатов луг,26.0,12.0,unknown,монолитные,2002.0,2.68,не угловая,"грузовой, пассажирский",2к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12468611/,geo,2.14,geo_recomputed,21.05,5.39,1.33,0.12,1.57,0.57,316062.1761658031,0.8181818181818182,24.0,0,22
all,26000000.0,80.9,3.0,12.0,17.0,"медиарт, 20, улица самуила маршака, жк «переделкино ближнее», район внуково, москва, центральный федеральный округ, 108849, россия",55.636006,37.324632,Рассказовка,8.0,10.8,евроремонт,железобетонные,2002.0,2.68,не угловая,"грузовой, пассажирский",20,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12477967/,geo,0.65,geo_recomputed,22.35,7.37,0.18,0.14,0.96,0.48,321384.4252163164,0.7058823529411765,24.0,1,19
all,14500000.0,45.0,1.0,8.0,10.0,"32, кп «бельгийская деревня», район коммунарка, москва, центральный федеральный округ, 108802, россия",55.561222,37.386777,Прокшино,50.0,10.0,черновая отделка,монолитно-заливные,2002.0,2.68,не угловая,unknown,32,детская площадка,unknown,нет,https://msk.etagi.com/realty/12484564/,geo,4.15,geo_recomputed,25.63,8.59,2.25,2.58,2.51,1.36,322222.22222222225,0.8,24.0,0,22
all,17200000.0,43.3,1.0,11.0,17.0,"вайлдберриз, проектируемый проезд № 7089, бунинские луга, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.550799,37.49206,Потапово,2.0,9.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,83,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12484878/,geo,0.2,geo_recomputed,23.7,5.07,0.36,0.26,0.67,0.71,397228.6374133949,0.6470588235294118,24.0,1,8
all,16300000.0,39.5,1.0,6.0,12.0,"ozon, 3 к2, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.567657,37.498644,Потапово,21.0,11.0,unknown,монолитные,2019.0,2.75,не угловая,"пассажирский, грузовой",3к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12279091/,geo,1.75,geo_recomputed,21.79,3.18,0.31,0.3,0.05,0.27,412658.2278481013,0.5,7.0,0,8
all,11100000.0,32.6,1.0,12.0,17.0,"коммунарское шоссе, мамыри, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.590847,37.48279,Корниловская,12.0,6.0,черновая отделка,монолитно-кирпичный,2002.0,2.7,не угловая,unknown,,двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12284321/,geo,0.97,geo_recomputed,19.78,1.72,1.38,1.01,1.48,1.11,340490.79754601227,0.7058823529411765,24.0,1,8
all,11999000.0,22.0,0.0,10.0,16.0,"авито, улица сальвадора дали, жилой комплекс «испанские кварталы», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.590343,37.444018,Прокшино,12.0,5.0,unknown,монолитные,2002.0,3.0,не угловая,"грузовой, пассажирский",5,двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12285199/,geo,1.01,geo_recomputed,20.97,3.79,0.15,0.13,0.78,0.49,545409.0909090909,0.625,24.0,1,22
all,23000000.0,64.0,2.0,16.0,17.0,"маяк, 49, улица бориса пастернака, жк «переделкино ближнее», район внуково, москва, центральный федеральный округ, 108849, россия",55.640335,37.309199,Мичуринец,9.0,14.0,евроремонт,панельные,2002.0,2.68,не угловая,unknown,49,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12285957/,geo,0.74,geo_recomputed,22.88,8.07,0.33,0.15,1.74,1.04,359375.0,0.9411764705882352,24.0,1,19
all,10200000.0,22.5,0.0,18.0,24.0,"к1, 76 к1, улица адмирала корнилова, квартал 2, район коммунарка, москва, центральный федеральный округ, 108813, россия",55.62424,37.443155,Румянцево,12.0,8.0,евроремонт,железо-бетон,2002.0,2.68,не угловая,"грузовой, пассажирский",76к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12287080/,geo,0.98,geo_recomputed,17.87,1.75,0.82,1.54,1.92,0.16,453333.3333333333,0.75,24.0,1,3
all,18300000.0,50.2,2.0,9.0,9.0,"9 к2, проектируемый проезд № 7047, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.539645,37.476303,Потапово,20.0,12.0,черновая отделка,монолитно-кирпичный,2025.0,3.1,не угловая,"грузовой, пассажирский",,детская площадка,unknown,нет,https://msk.etagi.com/realty/12292092/,geo,1.71,geo_recomputed,25.2,6.6,0.4,0.41,0.51,0.96,364541.8326693226,1.0,1.0,0,8
all,7990000.0,27.4,1.0,8.0,22.0,"ozon, 2 к1, улица картмазовские пруды, жилой комплекс «филатов луг», район коммунарка, москва, центральный федеральный округ, 108811, россия",55.614724,37.384954,Филатов луг,26.0,6.0,черновая отделка,монолитные,2002.0,2.85,не угловая,unknown,1/4,детская площадка,unknown,нет,https://msk.etagi.com/realty/12292614/,geo,2.19,geo_recomputed,21.04,5.39,1.35,0.1,1.59,0.56,291605.8394160584,0.3636363636363636,24.0,0,22
all,19000000.0,56.4,2.0,11.0,14.0,"сканди пицца, 23 к1, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.554389,37.513494,Потапово,17.0,14.1,евроремонт,железобетонные,2002.0,2.68,не угловая,unknown,23к1,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12298543/,geo,1.43,geo_recomputed,22.91,4.17,0.14,0.37,0.45,0.97,336879.43262411345,0.7857142857142857,24.0,0,8
all,13300000.0,37.6,1.0,6.0,9.0,"5 с4, квартал 2, район коммунарка, москва, центральный федеральный округ, 119606, россия",55.632464,37.454843,Румянцево,10.0,10.0,черновая отделка,панели железобетонные,2025.0,2.68,не угловая,unknown,5с4к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12300090/,geo,0.81,geo_recomputed,16.7,0.63,0.43,1.12,1.63,0.62,353723.40425531915,0.6666666666666666,1.0,1,3
all,35700000.0,118.4,4.0,4.0,25.0,"горздрав, 14 к2, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 108811, россия",55.617393,37.411463,Саларьево,12.0,10.5,косметический ремонт,панельные,2002.0,2.68,не угловая,unknown,14к2,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12300883/,geo,0.98,geo_recomputed,19.71,3.84,0.21,0.06,0.11,0.96,301520.27027027024,0.16,24.0,1,22
all,12600000.0,33.0,1.0,14.0,26.0,"вл1б, киевское шоссе, район коммунарка, москва, центральный федеральный округ, 119027, россия",55.626594,37.430543,Саларьево,7.0,6.0,черновая отделка,монолитно-кирпичный,2002.0,3.12,не угловая,пассажирский,к6,парковка,наземный паркинг,есть,https://msk.etagi.com/realty/12301274/,geo,0.6,geo_recomputed,18.16,2.27,1.33,1.14,1.68,0.55,381818.1818181818,0.5384615384615384,24.0,1,3
all,10500000.0,22.5,0.0,10.0,18.0,"предлагаем вашему вниманию просторную 2-х комнатную квартиру в жилом комплексе филатов луг— одном из самых популярных и экологически чистых районов столицы. эта квартира идеально подойдет для семей, ищущих простор и уединение, а также для тех, кто ценит качество и безопасность. благодаря отличному расположению, развитой инфраструктуре и отличной транспортной доступности, ваша жизнь станет максимально удобной и насыщенной. о квартире: в квартире выполнен современный ремонт, 2 изолированные спальни с большими панорамными окнами, просторная кухня, 2 сан.узла (совмещенный и раздельный), большая изолированная гардеробная (7 кв.м.) и просторный холл. кухня оборудована встроенной мебелью и техникой, которая порадует новых хозяев. заезжай и живи! или сдавай! о доме и инфраструктуре: дом расположен в жк филатов луг — современный жилой комплекс, построенный по высокотехнологичным стандартам, современная система безопасности и видеонаблюдения. дом построен в 2020 году, окружен зелеными зонами, зонами отдыха и прогулочными аллеями. вся необходимая инфраструктура в шаговой доступности: магазины, аптеки, детские сады, школы и спортивные комплексы. в непосредственной близости расположен парк ""филатов луг"", где можно заниматься спортом, прогуливаться или отдыхать всей семьей. транспортная доступность: 7 минуты транспортом до метро саларьево (красная ветка), 35 минут до центра столицы свободный выезд на а/м на киевское и калужское шоссе, шоссе солнцево-бутово-варшавское. международный аэропорт внуково 15 минут на а/м юридические аспекты сделки: 1 собственник, покупали по дкп у застройщика, полная сумма в дкп, мат.капитал не использован, детских долей нет. не упустите возможность стать обладателем этой замечательной квартиры! звоните прямо сейчас и договоритесь о просмотре — эта квартира ждет именно вас! если вы рассматриваете покупку как инвест.проект, мы уже нашли вам арендаторов!!! свяжитесь с нами уже сегодня, чтобы забронировать просмотр и сделать выгодное приобретение. проведите сделку с лидером рынка ""этажи москва"". быстро!!! безопасно!!! надежно!!!с уважением,",55.624561,37.441395,Румянцево,11.0,8.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12147255/,raw,0.94,geo_recomputed,17.91,1.82,0.89,1.48,2.04,0.15,466666.6666666667,0.5555555555555556,24.0,1,3
all,15800000.0,39.5,1.0,9.0,13.0,"puff, 1 к2, бульвар веласкеса, жилой комплекс «испанские кварталы», район коммунарка, москва, центральный федеральный округ, 108814, россия",55.591996,37.45584,Прокшино,17.0,11.7,unknown,монолитный железобетонный каркас,2017.0,2.8,не угловая,"пассажирский, грузовой",1к2,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12148386/,geo,1.46,geo_recomputed,20.44,3.06,0.25,0.08,0.05,0.11,400000.0,0.6923076923076923,9.0,0,22
all,19300000.0,64.0,2.0,10.0,16.0,"вита экспресс, 8, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.564811,37.499004,Потапово,17.0,10.0,евроремонт,железо-бетон,2002.0,2.68,не угловая,unknown,8,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12148458/,geo,1.46,geo_recomputed,22.08,3.46,0.15,0.28,0.27,0.09,301562.5,0.625,24.0,0,8
all,18000000.0,44.0,1.0,17.0,20.0,"massimo pizza, 20, улица анны ахматовой, жк «переделкино ближнее», рассказовка, москва, центральный федеральный округ, 108849, россия",55.633744,37.324192,Рассказовка,7.0,15.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,20,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12156587/,geo,0.56,geo_recomputed,22.52,7.5,0.15,0.11,1.1,0.51,409090.9090909091,0.85,24.0,1,19
all,18300000.0,51.4,2.0,12.0,12.0,"дзен-кварталы, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.552605,37.474789,Новомосковская (Коммунарка),11.0,10.7,без отделки,монолитно-кирпичный,2025.0,2.95,угловая,unknown,3.2,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12158563/,geo,0.88,geo_recomputed,23.89,5.34,0.66,0.47,0.97,0.96,356031.1284046693,1.0,1.0,1,8
all,22900000.0,58.4,2.0,16.0,16.0,"столички, 2, проспект магеллана, жилой комплекс «испанские кварталы», район коммунарка, москва, центральный федеральный округ, 108814, россия",55.59159,37.445354,Прокшино,14.0,18.0,unknown,монолитные,2002.0,2.68,не угловая,unknown,2,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12160463/,geo,1.16,geo_recomputed,20.81,3.64,0.25,0.22,0.69,0.49,392123.2876712329,1.0,24.0,1,22
all,13000000.0,34.0,1.0,11.0,14.0,"34 к1, проспект куприна, квартал 195, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108814, россия",55.540669,37.456325,Новомосковская (Коммунарка),27.0,12.0,косметический ремонт,монолитные,2002.0,2.8,не угловая,пассажирский и грузовой,34к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12161888/,geo,2.26,geo_recomputed,25.56,7.08,1.01,0.24,1.42,0.81,382352.9411764706,0.7857142857142857,24.0,0,8
all,15191550.0,38.0,1.0,14.0,25.0,"улица адмирала корнилова, район коммунарка, москва, центральный федеральный округ, 119606, россия",55.625872,37.439212,Румянцево,10.0,11.0,черновая отделка,монолитный железобетонный каркас,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12162784/,geo,0.81,geo_recomputed,17.88,1.86,0.95,1.3,2.09,0.33,399777.63157894736,0.56,0.0,1,3
all,18300000.0,55.25,2.0,10.0,18.0,"тк ""саларьево"", 63, улица адмирала корнилова, мосрентген, москва, центральный федеральный округ, 108813, россия",55.624561,37.441395,Румянцево,11.0,15.75,чистовая отделка,монолитные,2002.0,2.68,не угловая,unknown,к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12173157/,geo,0.94,geo_recomputed,17.91,1.82,0.89,1.48,2.04,0.15,331221.7194570136,0.5555555555555556,24.0,1,3
all,11290000.0,42.0,1.0,4.0,19.0,"ароматный мир, 7, улица лётчика ульянина, жк «солнцево-парк», район внуково, москва, центральный федеральный округ, 108850, россия",55.626055,37.311283,Пыхтино,10.0,11.0,евроремонт,кирпичные,2002.0,2.68,не угловая,unknown,7,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12184160/,geo,0.84,geo_recomputed,23.68,8.62,0.55,0.3,0.17,0.16,268809.5238095238,0.2105263157894736,24.0,1,19
all,10700000.0,34.5,1.0,3.0,14.0,"ozon, улица логинова, жилой комплекс «остафьево», снт «рязаново», район щербинка, москва, центральный федеральный округ, 108824, россия",55.495251,37.513485,Остафьево,12.0,11.4,чистовая отделка,монолитно-кирпичный,2002.0,2.64,не угловая,"пассажирский, пассажирский и грузовой",7к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12191792/,geo,0.99,geo_recomputed,29.28,10.24,0.14,0.14,1.83,0.84,310144.9275362319,0.2142857142857142,24.0,1,8
all,10200000.0,39.3,2.0,13.0,14.0,"горздрав, 38 к1, проспект куприна, квартал 195, район коммунарка, москва, центральный федеральный округ, 108814, россия",55.543801,37.457007,Новомосковская (Коммунарка),23.0,2.8,без отделки,блоки железобетонные,2002.0,2.68,не угловая,грузовой,38к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11985468/,geo,1.92,geo_recomputed,25.22,6.76,1.35,0.47,1.33,0.71,259541.98473282444,0.9285714285714286,24.0,0,8
all,11350000.0,20.0,0.0,3.0,22.0,"горздрав, 8, улица большое понизовье, жк «саларьево парк», 28-й квартал, район коммунарка, москва, центральный федеральный округ, 108802, россия",55.605678,37.414436,Филатов луг,10.0,6.0,unknown,железобетонные панели,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11988200/,geo,0.79,geo_recomputed,20.6,4.4,0.2,0.13,1.29,1.99,567500.0,0.1363636363636363,24.0,1,22
all,12950000.0,24.7,0.0,4.0,18.0,"горздрав, филатовское шоссе (дублёр), район коммунарка, москва, центральный федеральный округ, 108802, россия",55.591549,37.425117,Филатов луг,17.0,5.0,евроремонт,"кирпичные, монолитно-каркасные",2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11998844/,geo,1.43,geo_recomputed,21.49,4.71,0.54,0.12,1.96,1.68,524291.4979757086,0.2222222222222222,24.0,0,22
all,8100000.0,21.0,0.0,7.0,9.0,"11 к1, проектируемый проезд № 7047, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108803, россия",55.538596,37.472863,Потапово,23.0,14.0,без отделки,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12000848/,geo,1.92,geo_recomputed,25.38,6.79,0.64,0.66,0.7,0.96,385714.28571428574,0.7777777777777778,24.0,0,8
all,16300000.0,45.8,2.0,10.0,17.0,"т-банк, улица эдварда грига, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.564781,37.493272,Потапово,16.0,7.5,евроремонт,монолитные,2019.0,2.64,не угловая,unknown,2к8,двор,unknown,есть,https://msk.etagi.com/realty/12003571/,geo,1.37,geo_recomputed,22.21,3.61,0.22,0.17,0.46,0.42,355895.19650655024,0.5882352941176471,7.0,0,8
all,20900000.0,56.2,2.0,2.0,15.0,"6, улица братьев гранат, жилой комплекс «прокшино», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.595242,37.439203,Прокшино,19.0,18.6,черновая отделка,монолитные,2002.0,2.68,не угловая,"пассажирский, пассажирский и грузовой",6,детская площадка,unknown,нет,https://msk.etagi.com/realty/12007713/,geo,1.56,geo_recomputed,20.66,3.74,0.54,0.52,1.15,1.04,371886.1209964413,0.1333333333333333,24.0,0,22
all,13100000.0,48.7,2.0,8.0,15.0,"3, квартал 9, деснаречье, жилой комплекс ""деснаречье"", снт «дружба», район троицк, москва, центральный федеральный округ, 108836, россия",55.532793,37.373536,Новомосковская (Коммунарка),80.0,10.6,без отделки,монолитно-кирпичные,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12009032/,geo,6.7,geo_recomputed,28.74,11.15,1.96,1.79,2.03,1.63,268993.8398357289,0.5333333333333333,0.0,0,22
all,11100000.0,39.1,1.0,8.0,22.0,"3, квартал 9, деснаречье, жилой комплекс ""деснаречье"", снт «дружба», район троицк, москва, центральный федеральный округ, 108818, россия",55.532202,37.374093,Новомосковская (Коммунарка),80.0,12.0,без отделки,монолитные,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12009637/,geo,6.7,geo_recomputed,28.78,11.17,1.93,1.76,2.0,1.57,283887.4680306905,0.3636363636363636,0.0,0,22
all,11580000.0,42.0,1.0,12.0,17.0,"источник здоровья, 95 к3, улица александры монаховой, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.541861,37.492302,Потапово,14.0,9.0,косметический ремонт,блоки железобетонные,2002.0,2.68,не угловая,unknown,95к3,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12027266/,geo,1.19,geo_recomputed,24.63,5.98,0.2,0.24,0.02,0.21,275714.28571428574,0.7058823529411765,24.0,1,8
all,27900000.0,74.0,3.0,4.0,9.0,"ozon, 18 к3, улица эдварда грига, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.553574,37.506738,Потапово,12.0,13.0,unknown,монолитные,2002.0,2.68,не угловая,unknown,18к3,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12038528/,geo,1.0,geo_recomputed,23.12,4.42,0.32,0.14,0.02,0.87,377027.02702702704,0.4444444444444444,24.0,1,8
all,13500000.0,37.0,1.0,6.0,9.0,"3, золотошвейная улица, жилой комплекс «цветочные поляны сити», филимонковский район, москва, центральный федеральный округ, 108815, россия",55.556421,37.316026,Аэропорт Внуково,70.0,9.0,unknown,монолитные,2002.0,2.68,не угловая,unknown,3,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12046155/,geo,5.85,geo_recomputed,28.76,12.6,0.87,0.41,0.92,2.03,364864.86486486485,0.6666666666666666,24.0,0,19
all,15230000.0,37.3,2.0,14.0,17.0,"ozon, улица эдварда грига, скандинавия-центр, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.561349,37.498842,Потапово,13.0,6.7,чистовая отделка,монолитно-кирпичный,2025.0,3.1,не угловая,unknown,28.3,детская площадка,unknown,нет,https://msk.etagi.com/realty/11781412/,geo,1.1,geo_recomputed,22.45,3.82,0.37,0.11,0.66,0.33,408310.9919571046,0.8235294117647058,1.0,1,8
all,8350000.0,25.6,0.0,6.0,25.0,"5 с6, 2-й квартал мосрентгена, район коммунарка, москва, центральный федеральный округ, 119606, россия",55.63144,37.457097,Румянцево,12.0,5.0,чистовая отделка,монолитно-кирпичный,2025.0,2.7,не угловая,unknown,к2.2,детская площадка,unknown,нет,https://msk.etagi.com/realty/11792664/,geo,0.97,geo_recomputed,16.7,0.58,0.38,0.99,1.62,0.47,326171.875,0.24,1.0,1,3
all,9700000.0,30.0,1.0,2.0,9.0,"пятёрочка, 38 к2, проспект куприна, квартал 195, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108803, россия",55.544367,37.458714,Новомосковская (Коммунарка),22.0,12.0,евроремонт,монолитные,2002.0,2.68,не угловая,"пассажирский, грузовой",38к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11798153/,geo,1.82,geo_recomputed,25.12,6.65,1.24,0.58,1.22,0.81,323333.3333333333,0.2222222222222222,24.0,0,8
all,15650000.0,54.0,2.0,8.0,16.0,"винлаб, киевское шоссе, квартал 2, район тёплый стан, район коммунарка, москва, центральный федеральный округ, 119027, россия",55.633948,37.455004,Румянцево,10.0,17.0,евроремонт,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11825609/,geo,0.83,geo_recomputed,16.56,0.53,0.59,1.11,1.5,0.67,289814.81481481483,0.5,24.0,1,3
all,15041000.0,38.5,1.0,8.0,15.0,"3, квартал 9, деснаречье, жилой комплекс ""деснаречье"", снт «дружба», район троицк, москва, центральный федеральный округ, 108818, россия",55.531637,37.37476,Новомосковская (Коммунарка),80.0,10.5,unknown,монолитно-кирпичный,2025.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11833236/,geo,6.69,geo_recomputed,28.81,11.18,1.92,1.7,1.99,1.51,390675.32467532466,0.5333333333333333,1.0,0,22
all,18300000.0,45.0,2.0,6.0,24.0,"6 к1, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.612634,37.414149,Саларьево,15.0,17.0,unknown,панельные,2002.0,2.68,не угловая,unknown,6к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11835510/,geo,1.28,geo_recomputed,20.01,3.99,0.13,0.19,0.56,1.31,406666.6666666667,0.25,24.0,1,22
all,18000000.0,64.0,2.0,8.0,14.0,"32 к2, проспект куприна, квартал 195, район коммунарка, москва, центральный федеральный округ, 108814, россия",55.540373,37.457205,Новомосковская (Коммунарка),27.0,15.0,евроремонт,монолитные,2002.0,2.7,не угловая,unknown,32к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11841607/,geo,2.27,geo_recomputed,25.57,7.08,1.0,0.3,1.38,0.85,281250.0,0.5714285714285714,24.0,0,8
all,20000000.0,82.0,3.0,3.0,12.0,"97, улица александры монаховой, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.54073,37.489967,Потапово,16.0,10.2,требует ремонта / частичный ремонт,панельные,2015.0,2.64,не угловая,"пассажирский, грузовой",97,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11850335/,geo,1.31,geo_recomputed,24.8,6.15,0.39,0.16,0.15,0.28,243902.43902439025,0.25,11.0,0,8
all,11800000.0,20.9,0.0,10.0,16.0,"ozon, 5 к5, бульвар веласкеса, жилой комплекс «испанские кварталы», район коммунарка, москва, центральный федеральный округ, 108814, россия",55.594107,37.458175,Корниловская,18.0,6.0,косметический ремонт,монолитные,2002.0,2.68,не угловая,unknown,5к5,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11852905/,geo,1.47,geo_recomputed,20.16,2.81,0.34,0.28,0.11,0.38,564593.3014354068,0.625,24.0,0,22
all,17500000.0,65.0,3.0,12.0,17.0,"коммунарское шоссе, мамыри, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.590847,37.48279,Корниловская,12.0,14.0,предчистовая отделка,монолитно-кирпичный,2002.0,2.72,не угловая,unknown,,двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/10865899/,geo,0.97,geo_recomputed,19.78,1.72,1.38,1.01,1.48,1.11,269230.76923076925,0.7058823529411765,24.0,1,8
all,16500000.0,40.0,1.0,14.0,15.0,"9, улица лобановский лес, жилой комплекс «прокшино», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.594621,37.430013,Филатов луг,18.0,15.5,чистовая отделка,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10870039/,geo,1.52,geo_recomputed,21.03,4.26,0.17,0.35,1.68,1.49,412500.0,0.9333333333333332,24.0,0,22
all,12500000.0,52.1,2.0,2.0,4.0,"1 к15, шоссе ракитки, квартал 125, филимонковский район, марьино, москва, центральный федеральный округ, 108821, россия",55.551313,37.340307,Филатов луг,82.0,9.0,современный ремонт,кирпич красный,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10873884/,geo,6.84,geo_recomputed,28.24,11.64,1.04,0.63,0.82,1.5,239923.2245681382,0.5,24.0,0,22
all,13700000.0,35.0,1.0,11.0,12.0,"demmoksi, 6, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.566231,37.497629,Потапово,19.0,11.7,евроремонт,монолитно-кирпичный,2002.0,2.68,не угловая,unknown,6,двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/10915791/,geo,1.58,geo_recomputed,21.96,3.35,0.21,0.18,0.15,0.27,391428.5714285714,0.9166666666666666,24.0,0,8
all,28450000.0,83.3,3.0,11.0,16.0,"14, улица большое понизовье, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.608119,37.409064,Филатов луг,11.0,14.2,современный ремонт,монолитные,2002.0,2.68,не угловая,unknown,14,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10927039/,geo,0.94,geo_recomputed,20.6,4.53,0.12,0.15,0.99,1.56,341536.61464585835,0.6875,24.0,1,22
all,13999999.0,32.0,1.0,14.0,24.0,"6 к1, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.612634,37.414149,Саларьево,15.0,15.0,современный ремонт,панельные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10947308/,geo,1.28,geo_recomputed,20.01,3.99,0.13,0.19,0.56,1.31,437499.96875,0.5833333333333334,24.0,1,22
all,13900000.0,37.2,1.0,9.0,23.0,"саларьевская улица, район коммунарка, москва, центральный федеральный округ, 108813, россия",55.619071,37.422368,Саларьево,5.0,10.0,черновая отделка,другое,2002.0,2.6,не угловая,"грузовой, пассажирский, пассажирский и грузовой",83к2,детская площадка,unknown,есть,https://msk.etagi.com/realty/10949148/,geo,0.42,geo_recomputed,19.13,3.16,0.76,0.41,0.82,0.5,373655.9139784946,0.391304347826087,24.0,1,3
all,12700000.0,34.5,1.0,8.0,19.0,"жилой комплекс ""бунинские кварталы"", посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108803, россия",55.537271,37.472736,Потапово,25.0,11.0,чистовая отделка,монолитно-кирпичный,2025.0,2.8,не угловая,unknown,9.3,детская площадка,unknown,нет,https://msk.etagi.com/realty/10949590/,geo,2.05,geo_recomputed,25.53,6.93,0.74,0.66,0.83,0.86,368115.94202898553,0.4210526315789473,1.0,0,8
all,12450000.0,36.6,1.0,3.0,20.0,"арм-строй, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.561568,37.502156,Потапово,15.0,12.0,черновая отделка,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10956427/,geo,1.23,geo_recomputed,22.36,3.72,0.47,0.22,0.62,0.33,340163.9344262295,0.15,24.0,1,8
