source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all-dorogomilovo,32094127.08542282,49.473039105210944,2,2,12,"3 к2, набережная Тараса Шевченко, район Дорогомилово, Москва, Центральный федеральный округ, 121248, Россия",55.74844009245182,37.570278941218206,Киевская,7,6.989269928128171,косметический ремонт,кирпичные,2002,3.0,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.57,geo_recomputed,2.87,11.75,0.16,0.09,0.29,0.24,648719.5382755934,0.1666666666666666,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,54712154.929360464,73.95173521050069,2,10,21,"36,6, 34 к1, Шелепихинская набережная, район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123290, Россия",55.76098666369078,37.512155855189114,Шелепиха,11,16.674637910995994,unknown,монолитные железо-керамзитно бетонные,2002,2.64,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.92,geo_recomputed,6.55,8.96,0.26,0.22,0.54,0.65,739835.985911953,0.4761904761904761,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,97149909.64225183,84.23264787066225,2,10,37,"Crocus Fitness Кутузовский, 9, Поклонная улица, район Дорогомилово, Москва, Центральный федеральный округ, 121170, Россия",55.73446804238402,37.524869905628755,Парк Победы,6,32.43416284070233,unknown,монолитно-кирпичный,2000,2.81,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.52,geo_recomputed,6.01,8.51,0.22,0.25,0.35,0.13,1153352.1989172632,0.2702702702702703,26.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,56984936.855968155,109.4901595047865,3,2,10,"улица Косыгина, Гагаринский район, Москва, Центральный федеральный округ, 119119, Россия",55.70780182813166,37.57146761519762,Ленинский проспект,10,14.567045903631907,современный ремонт,кирпичные,1961,3.05,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,geo,0.85,geo_recomputed,5.66,10.03,0.24,0.19,0.84,0.41,520457.15444845054,0.2,65.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,135309978.4174151,112.22469937349854,3,4,8,"1 с60, Мосфильмовская улица, Потылиха, район Раменки, Москва, Центральный федеральный округ, 119285, Россия",55.719086144378586,37.52419276647123,Минская,9,47.528312868561514,без отделки,монолитные,2004,2.68,угловая,"грузовой, пассажирский",,детская площадка,unknown,нет,synthetic,geo,0.73,geo_recomputed,6.8,7.66,0.7,0.61,0.51,1.55,1205705.86664782,0.5,22.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,156095852.47719407,129.46428875823725,3,5,13,"1 к1, улица Братьев Фонченко, район Дорогомилово, Москва, Центральный федеральный округ, 121170, Россия",55.732013237139675,37.514953924409426,Парк Победы,5,54.73278714136638,unknown,монолитно-кирпичный,2003,3.0,не угловая,"грузовой, пассажирский, пассажирский и грузовой",,двор,unknown,нет,synthetic,geo,0.42,geo_recomputed,6.69,7.84,0.49,0.49,0.33,0.27,1205705.86664782,0.3846153846153846,23.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
3k,33609828.056215346,81.83804411914183,3,2,10,"Участковый пункт отдела Раменки, 4-й Сетуньский проезд, Сетунь, район Раменки, Москва, Центральный федеральный округ, 119136, Россия",55.73169467416984,37.53503587285523,Минская,11,10.31199699465446,косметический ремонт,кирпичные,1961,2.64,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.94,geo_recomputed,5.53,8.9,0.19,0.04,0.6,0.63,410687.08835813985,0.2,65.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,17865183.3244306,44.48336193062288,2,2,5,"18 к1, Минская улица, район Филёвский Парк, Москва, Центральный федеральный округ, 121096, Россия",55.74166463128605,37.48254788315368,Филевский парк,3,6.170289451154981,косметический ремонт,монолитно-кирпичный,1957,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.24,geo_recomputed,8.41,6.68,0.3,0.19,0.57,0.26,401614.9533008204,0.4,69.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,38319791.05718822,77.16752328733843,3,7,9,"Психоневрологический диспансер №1, улица Пырьева, Потылиха, район Раменки, Москва, Центральный федеральный округ, 119285, Россия",55.72459431196774,37.53034310102087,Минская,3,10.348604080127412,косметический ремонт,кирпичные,1928,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.22,geo_recomputed,6.16,8.27,0.3,0.63,0.02,1.19,496579.2528354437,0.7777777777777778,98.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,44794962.186239086,82.70635469658843,3,4,38,"34 к1, Шелепихинская набережная, район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123290, Россия",55.76081543182784,37.51318910440484,Шелепиха,10,20.287738442546537,черновая отделка,монолитные,1956,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.86,geo_recomputed,6.48,9.02,0.3,0.18,0.55,0.64,541614.5149979248,0.1052631578947368,70.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,29901445.724323675,51.54397132449037,2,7,9,"23 к1, Кутузовский проспект, район Дорогомилово, Москва, Центральный федеральный округ, 121151, Россия",55.74447628214944,37.54848163399443,Студенческая,8,7.703537832607446,косметический ремонт,кирпичные,2002,2.7,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.64,geo_recomputed,4.29,10.36,0.21,0.35,0.11,0.15,580115.2871221709,0.7777777777777778,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
1k,24465817.9300729,39.26151252063059,1,15,16,"9 к5 с3, Береговой проезд, район Филёвский Парк, Москва, Центральный федеральный округ, 121087, Россия",55.753591717369005,37.50702133180216,Фили,11,7.627885340915304,евроремонт,панельные,1960,2.75,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.88,geo_recomputed,6.8,8.53,0.23,0.15,0.3,0.27,623150.1630818971,0.9375,66.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,34838979.490996845,78.12440647653418,3,1,6,"улица Бурденко, Плющиха, 540, район Хамовники, Москва, Центральный федеральный округ, 119121, Россия",55.73947659213456,37.57707738288675,Киевская,9,8.842802043308444,евроремонт,кирпичные,2002,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.76,geo_recomputed,2.8,11.64,0.1,0.26,0.18,0.13,445942.32535336126,0.1666666666666666,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all-khamovniki,113167061.58296569,93.85959271940835,3,1,18,"2/4 с21, Лужнецкая набережная, район Хамовники, Москва, Центральный федеральный округ, 119270, Россия",55.71477549234489,37.571753435407835,Лужники,10,16.65189353232082,без отделки,монолитные,1998,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.82,geo_recomputed,4.99,10.3,0.41,0.39,0.39,0.25,1205705.86664782,0.0555555555555555,28.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all-ramenki,18988224.90702549,46.78191629882542,2,6,7,"Медицинский консультационный центр, улица Пудовкина, Потылиха, район Раменки, Москва, Центральный федеральный округ, 119285, Россия",55.72709487189963,37.53066351771054,Минская,5,3.1844841738246963,современный ремонт,монолитно-каркасные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.44,geo_recomputed,6.01,8.41,0.22,0.51,0.3,1.02,405888.13818005647,0.8571428571428571,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
3k,84761414.43546093,86.9452237587549,3,27,41,"район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123290, Россия",55.761896508920046,37.51742640941091,Шелепиха,8,6.483656990014888,евроремонт,монолитные,1959,2.7,угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.71,geo_recomputed,6.24,9.29,0.25,0.13,0.8,0.85,974882.9294021562,0.6585365853658537,67.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,37195651.729792334,68.71415644878233,3,7,8,"6, Мосфильмовская улица, Потылиха, район Раменки, Москва, Центральный федеральный округ, 121357, Россия",55.7248400461978,37.53039854704384,Минская,3,9.093415832814191,косметический ремонт,кирпичные,1965,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.24,geo_recomputed,6.14,8.29,0.3,0.61,0.05,1.17,541309.8792461633,0.875,61.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,36717655.19333888,76.66646506107672,2,3,29,"мост Академика Королёва, набережная Германа Титова, ""На Береговом"" (Мой Адрес), район Филёвский Парк, Москва, Центральный федеральный округ, 121087, Россия",55.75895734438134,37.510204381042314,Шелепиха,12,20.503955528910527,без отделки,монолитные,2002,3.0,не угловая,"грузовой, пассажирский",,парковка,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.97,geo_recomputed,6.64,8.84,0.4,0.25,0.29,0.41,478927.196709638,0.1034482758620689,24.0,1,10,1,geo_cluster_bootstrap_mixup_tail_v3,10
all,23749494.586298987,57.063570110202406,2,4,15,"Амурский переулок, район Гольяново, Москва, Центральный федеральный округ, 105122, Россия",55.807038575094985,37.756880293492735,Локомотив,10,11.330119019325466,чистовая отделка,монолитные,2021,2.44,не угловая,"грузовой, пассажирский",,двор,наземный паркинг,нет,synthetic,geo,0.82,geo_recomputed,10.73,4.87,0.15,0.41,0.28,0.42,416193.6335289476,0.2666666666666666,5.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
1k,19223913.11226033,37.25851352827413,1,21,32,"Тюменский проезд, район Богородское, Москва, Центральный федеральный округ, 107370, Россия",55.812353728779776,37.739101521608795,Бульвар Рокоссовского,6,10.036715290983995,unknown,монолитные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.52,geo_recomputed,10.22,5.19,0.64,0.07,0.7,0.21,515960.28106896975,0.65625,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
studio,10178367.259288186,23.213431620207057,0,3,28,"4В, Тагильская улица, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.816744449317554,37.751804021575914,Бульвар Рокоссовского,11,8.736839143774612,современный ремонт,монолитные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.93,geo_recomputed,11.14,4.29,0.41,0.08,0.65,0.22,438468.8755120558,0.1071428571428571,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,7202380.413052216,97.06189810647908,2,4,4,"14, Верхняя Первомайская улица, район Измайлово, Москва, Центральный федеральный округ, 105264, Россия",55.79854152554553,37.790903344507306,Первомайская,8,10.029286575685694,косметический ремонт,кирпич красный,1968,2.64,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.7,geo_recomputed,12.11,3.08,0.36,0.22,0.12,0.19,74203.99305555556,1.0,58.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,15315488.700815303,46.26909708421461,2,3,6,"54 к1, 9-я Парковая улица, район Измайлово, Москва, Центральный федеральный округ, 105264, Россия",55.801921863217565,37.799486065594806,Первомайская,10,5.535734027942538,косметический ремонт,кирпичные,2002,3.0,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.84,geo_recomputed,12.76,2.52,0.06,0.13,0.17,0.19,331009.0247263635,0.5,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,35701960.289848045,60.11037251866218,2,14,20,"3 к3, Тюменский проезд, район Богородское, Москва, Центральный федеральный округ, 107370, Россия",55.8115670522942,37.74191027894755,Бульвар Рокоссовского,8,23.957834432946708,евроремонт,монолитные,2002,3.2,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.7,geo_recomputed,10.29,5.13,0.6,0.16,0.58,0.38,593940.0937627499,0.7,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,15643669.686183622,47.414432429958865,2,1,14,"42 к4, 15-я Парковая улица, район Северное Измайлово, Москва, Центральный федеральный округ, 105203, Россия",55.80709678937843,37.823641504278115,Щелковская,19,10.058820719908711,косметический ремонт,блоки железобетонные,1963,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.62,geo_recomputed,14.37,0.99,0.13,0.16,0.28,0.32,329934.76636660425,0.0714285714285714,63.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,14590094.555962462,50.37943484444984,2,2,4,"5, улица 1-я Слободка, Щитниково, Балашиха, городской округ Балашиха, Московская область, Центральный федеральный округ, 143912, Россия",55.817745496537505,37.84359820997885,Щелковская,36,10.112381396636485,требует ремонта / частичный ремонт,кирпичные,2002,2.68,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,2.96,geo_recomputed,16.01,0.32,0.77,0.72,0.91,0.44,289604.1728338247,0.5,24.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,5175867.471535019,14.9773607233286,0,1,1,"15, Сиреневый бульвар, район Северное Измайлово, Москва, Центральный федеральный округ, 105425, Россия",55.802962326318,37.78518270528756,Щелковская,14,4.517187739778904,евроремонт,монолитные,2002,3.71,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.13,geo_recomputed,12.01,3.41,0.34,0.15,0.16,0.38,345579.40929292934,1.0,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,17163804.04469804,38.83750535047078,1,6,25,"4А, Тагильская улица, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.818508147869586,37.75239387864069,Бульвар Рокоссовского,12,6.923673380562809,unknown,монолитные,2002,2.7,не угловая,"пассажирский, грузовой",,двор,"гостевой паркинг, подземный паркинг",нет,synthetic,geo,0.98,geo_recomputed,11.29,4.12,0.21,0.27,0.45,0.1,441938.89102328726,0.24,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
3k,30271063.773247935,93.80302675472866,3,11,33,"2А к2, Амурская улица, район Гольяново, Москва, Центральный федеральный округ, 107553, Россия",55.80641036790544,37.75491754688104,Локомотив,8,22.448664319625276,косметический ремонт,монолитные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.67,geo_recomputed,10.59,5.01,0.27,0.54,0.42,0.31,322708.8167677058,0.3333333333333333,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,27056722.946465977,86.81358675822884,3,4,4,"52, Первомайская улица, район Измайлово, Москва, Центральный федеральный округ, 105043, Россия",55.79262397269772,37.79122331918599,Первомайская,7,8.624511321161092,требует ремонта / частичный ремонт,монолитные,2026,2.6,не угловая,unknown,,двор,unknown,нет,synthetic,geo,0.54,geo_recomputed,11.87,3.11,0.19,0.16,0.16,0.22,311664.61330318596,1.0,0.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-vostochnoe-izmailovo,13576585.73006138,56.1823786190991,3,1,5,"88, Первомайская улица, район Восточное Измайлово, Москва, Центральный федеральный округ, 105077, Россия",55.79305357137371,37.807639792927745,Первомайская,6,8.896783145800287,косметический ремонт,кирпичные,2002,2.68,не угловая,unknown,,двор,наземный паркинг,есть,synthetic,geo,0.54,geo_recomputed,12.84,2.07,0.33,0.26,0.4,0.02,241652.02798028284,0.2,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,11075931.454142531,22.907564624142605,0,4,22,"9/6 с17, Амурская улица, район Гольяново, Москва, Центральный федеральный округ, 105425, Россия",55.8103902219699,37.77202228579997,Щелковская,20,3.873703003923153,предчистовая отделка,другое,2022,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.64,geo_recomputed,11.73,3.96,0.38,0.38,0.55,0.15,483505.4112417281,0.1818181818181818,4.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,20072297.65779172,56.40954833281564,2,3,15,"Амурский переулок, район Гольяново, Москва, Центральный федеральный округ, 105122, Россия",55.808103154172656,37.75628111273588,Локомотив,10,11.791473155068587,чистовая отделка,монолитные,2002,2.68,не угловая,"грузовой, пассажирский",,двор,наземный паркинг,нет,synthetic,geo,0.85,geo_recomputed,10.77,4.81,0.24,0.44,0.29,0.48,355831.5613407399,0.2,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,31858690.374667663,53.37190607075802,1,16,37,"43, Первомайская улица, район Измайлово, Москва, Центральный федеральный округ, 105043, Россия",55.79324782142222,37.7866797719204,Измайловская,9,7.954064681448268,unknown,монолитные,2022,2.64,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.75,geo_recomputed,11.63,3.39,0.34,0.18,0.17,0.08,596918.7297232907,0.4324324324324324,4.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,27356047.0990848,42.250934275518375,2,3,21,"10 с2, Никитинская улица, район Измайлово, Москва, Центральный федеральный округ, 105037, Россия",55.79963550379189,37.778356115017736,Измайловская,16,17.605867908248158,unknown,монолитные,2024,3.0,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,1.33,geo_recomputed,11.46,3.86,0.41,0.34,0.26,0.2,647466.087275041,0.1428571428571428,2.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-vostochnii,5833550.338697971,22.185168135739755,0,10,21,"3, улица Дмитриева, Лукино, Балашиха, городской округ Балашиха, Московская область, Центральный федеральный округ, 143912, Россия",55.83503786862841,37.92196501051658,Щелковская,99,5.411034846615312,черновая отделка,монолитные,2020,2.62,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,8.21,geo_recomputed,21.25,5.51,3.86,3.87,4.39,3.52,262948.21400520584,0.4761904761904761,6.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,13938562.273410756,26.058687324291043,0,5,22,"1-й Иртышский проезд, район Гольяново, Москва, Центральный федеральный округ, 107143, Россия",55.813067278154485,37.75364435875337,Бульвар Рокоссовского,14,9.746922878922527,требует ремонта / частичный ремонт,монолитные,2023,2.68,не угловая,unknown,,двор,"подземный паркинг, наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.14,geo_recomputed,10.97,4.51,0.61,0.34,0.71,0.41,534891.1900262026,0.2272727272727272,3.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,5004255.115143497,54.29664036825783,2,1,9,"17 к1, Алтайская улица, район Гольяново, Москва, Центральный федеральный округ, 107065, Россия",55.82028892957828,37.82146444303811,Щелковская,22,12.1686766338928,косметический ремонт,кирпичные,1963,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.85,geo_recomputed,14.93,0.96,0.15,0.15,0.2,0.1,92165.09679425794,0.1111111111111111,63.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,26373440.35922607,76.51164623013483,3,23,32,"13, улица Константина Федина, район Северное Измайлово, Москва, Центральный федеральный округ, 105215, Россия",55.80700463675035,37.80461646563063,Щелковская,6,11.711465343215052,косметический ремонт,монолитно-кирпичный,1956,2.69,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.52,geo_recomputed,13.3,2.18,0.11,0.23,0.54,0.2,344698.3780730448,0.71875,70.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,20434980.14191564,57.89684020232499,2,33,34,"Вайлдберриз, Тагильская улица, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.816982196772095,37.758668509827544,Бульвар Рокоссовского,16,21.053161450612077,евроремонт,каркасно-панельный,2002,2.65,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,1.36,geo_recomputed,11.49,3.98,0.47,0.06,0.62,0.04,352955.01568831777,0.9705882352941176,24.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,17698574.51432165,37.4031058537008,1,3,29,"1А к2, Амурская улица, район Гольяново, Москва, Центральный федеральный округ, 107553, Россия",55.807722411649294,37.75957034521583,Локомотив,12,11.777043028531123,евроремонт,монолитные,1974,3.0,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.0,geo_recomputed,10.92,4.7,0.11,0.23,0.1,0.28,473184.62224897,0.1034482758620689,52.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,10126010.899502562,28.50273670201007,1,1,9,"1/28, Измайловский бульвар, район Измайлово, Москва, Центральный федеральный округ, 105264, Россия",55.79677153414494,37.78345995157225,Первомайская,12,5.9269608630264115,требует ремонта / частичный ремонт,блочные,2002,3.0,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.03,geo_recomputed,11.61,3.56,0.15,0.1,0.38,0.21,355264.51390853483,0.1111111111111111,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,3941349.6023564152,53.11506079471462,2,1,9,"26, Алтайская улица, район Гольяново, Москва, Центральный федеральный округ, 107589, Россия",55.81992156175946,37.82324268301116,Щелковская,23,11.887664760864546,косметический ремонт,кирпичные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.91,geo_recomputed,15.01,0.87,0.18,0.1,0.31,0.1,74203.99305555556,0.1111111111111111,24.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,14957451.561209152,47.30660457099494,2,1,14,"Детский сад №172, Сиреневый бульвар, район Северное Измайлово, Москва, Центральный федеральный округ, 105203, Россия",55.80644590818939,37.82304452244801,Щелковская,19,10.256055694429705,косметический ремонт,блоки железобетонные,2002,3.0,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.6,geo_recomputed,14.31,1.03,0.18,0.08,0.26,0.29,316181.0427286511,0.0714285714285714,24.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,17371346.914482035,44.92928345244603,1,12,31,"2А к1, Амурская улица, район Гольяново, Москва, Центральный федеральный округ, 107553, Россия",55.80593530232296,37.75411785804633,Локомотив,7,21.591851696790457,евроремонт,монолитные,2020,2.64,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, наземный паркинг",нет,synthetic,geo,0.6,geo_recomputed,10.52,5.08,0.33,0.61,0.49,0.25,386637.5241187228,0.3870967741935484,6.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,19289286.08648751,58.23709532087241,3,3,9,"Камчатская улица, район Гольяново, Москва, Центральный федеральный округ, 107065, Россия",55.82551161354329,37.80818802409989,Щелковская,22,6.5212215012916666,косметический ремонт,панельные,1966,2.68,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,geo,1.84,geo_recomputed,14.54,1.19,0.47,0.15,0.83,0.22,331219.9205713845,0.3333333333333333,60.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,8898762.374228468,18.000452528741185,1,5,6,"Строкинское укрепление, МКАД, 107-й километр, район Восточное Измайлово, Москва, Центральный федеральный округ, 143911, Россия",55.79504417930749,37.83261260651031,Первомайская,25,3.587909408927476,евроремонт,кирпич красный,2023,2.64,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,2.08,geo_recomputed,14.38,0.5,0.62,0.64,0.62,0.71,494363.2589247344,0.8333333333333334,3.0,0,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,11241339.42123565,20.02633777656118,0,14,33,"Wildberries, Амурская улица, район Гольяново, Москва, Центральный федеральный округ, 107553, Россия",55.80398068468358,37.74977719433349,Локомотив,3,6.274898865145228,чистовая отделка,панельные,2002,2.68,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.27,geo_recomputed,10.18,5.42,0.38,0.65,0.54,0.15,561327.7647994388,0.4242424242424242,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
1k,15265278.218007354,38.85144632396532,1,7,17,"24А, Открытое шоссе, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.820554745697606,37.75285347708675,Бульвар Рокоссовского,13,8.969342886994875,косметический ремонт,блочные,1966,2.64,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,1.06,geo_recomputed,11.46,3.93,0.08,0.28,0.24,0.02,392914.02669328795,0.4117647058823529,60.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,50422927.27023616,120.64201360894172,4,13,24,"4А, Тагильская улица, район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.81784759759371,37.751209935826985,Бульвар Рокоссовского,11,37.25301838646958,косметический ремонт,монолитные,2002,3.7,не угловая,"пассажирский, грузовой",,двор,"гостевой паркинг, подземный паркинг",нет,synthetic,geo,0.89,geo_recomputed,11.19,4.22,0.32,0.21,0.55,0.14,417954.9541810609,0.5416666666666666,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,31501156.01106495,53.92569259255878,1,17,36,"Жилой комплекс «Измайловский», 42, Первомайская улица, район Измайлово, Москва, Центральный федеральный округ, 105043, Россия",55.79285514551575,37.7876950937361,Первомайская,9,8.581714131216822,unknown,монолитные,2002,2.64,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.75,geo_recomputed,11.67,3.32,0.36,0.15,0.1,0.05,584158.5800125969,0.4722222222222222,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all,22386955.588793114,59.00141953586192,2,9,26,"ЖК «Сиреневый парк», район Метрогородок, Москва, Центральный федеральный округ, 107143, Россия",55.81689525367238,37.75124267830726,Бульвар Рокоссовского,11,23.437194652285186,черновая отделка,монолитные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.89,geo_recomputed,11.12,4.3,0.41,0.12,0.65,0.25,379430.79615543823,0.3461538461538461,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,10837254.351534858,18.86891135495805,0,4,4,"10В, Щёлковское шоссе, район Северное Измайлово, Москва, Центральный федеральный округ, 107553, Россия",55.804598161536006,37.76352526426518,Локомотив,13,4.98643412755631,евроремонт,монолитные,2020,2.68,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,1.12,geo_recomputed,10.93,4.76,0.29,0.36,0.43,0.32,574344.4413759053,1.0,6.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
all-izmailovo,7041159.497608075,94.88922641045004,2,5,5,"16, Верхняя Первомайская улица, район Измайлово, Москва, Центральный федеральный округ, 105264, Россия",55.798427700303456,37.79108094041581,Первомайская,8,9.664277100459651,косметический ремонт,кирпич красный,2002,3.0,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.69,geo_recomputed,12.12,3.07,0.36,0.24,0.13,0.18,74203.99305555556,1.0,24.0,1,11,1,geo_cluster_bootstrap_mixup_tail_v3,11
