source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all,6097891.653353486,16.47936648607032,1.0,2.0,9.0,"Школа № 2090, 4-я Новокузьминская улица, Рязанский район, Москва, Центральный федеральный округ, 109377, Россия",55.7083725998136,37.79356894297819,Рязанский проспект,10,9.88761989164219,unknown,панельные,1974.0,2.671966220779282,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.87,geo_recomputed,12.16,2.49,0.13,0.36,0.66,0.39,370031.9219496643,0.2222222222222222,52.0,1,12,1,geo_cluster_interpolation,12
2k,20488017.182213444,50.45146794855672,2.0,3.0,15.0,"1 с12, Тихорецкий бульвар, район Люблино, Москва, Центральный федеральный округ, 109387, Россия",55.67626221583202,37.776435197444755,Люблино,11,9.136829211870095,косметический ремонт,кирпичные,1995.0,2.6787365448854117,не угловая,пассажирский,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,0.93,geo_recomputed,13.15,3.56,0.36,0.35,0.31,0.31,406093.57894410985,0.2,31.0,1,12,1,geo_cluster_interpolation,12
1k,12608238.73248166,38.62242291804344,1.0,12.0,14.0,"РЖД-Медицина, Таганрогская улица, район Люблино, Москва, Центральный федеральный округ, 109386, Россия",55.68431342548821,37.76029993542927,Волжская,9,9.20420773239162,косметический ремонт,unknown,1979.0,2.679967580284411,,unknown,,unknown,unknown,,synthetic,geo,0.78,geo_recomputed,11.79,4.39,0.4,0.38,0.06,0.22,326448.67359140754,0.8571428571428571,47.0,1,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,23477931.27653659,70.51943011118574,3.0,4.0,14.0,"Ферганский проезд, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.6939875988238,37.8197013364574,Юго-Восточная,21,9.20087514719177,евроремонт,панельные,1977.0,2.6425558351937104,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,1.78,geo_recomputed,14.33,0.59,0.25,0.15,0.3,0.52,332928.54521824245,0.2857142857142857,49.0,0,12,1,geo_cluster_interpolation,12
all,17441201.341039754,48.77177052485041,1.0,11.0,20.0,"Тихорецкий бульвар, район Люблино, Москва, Центральный федеральный округ, 109387, Россия",55.67694044515899,37.77545508397701,Люблино,10,9.875154388037698,евроремонт,монолитные,2004.0,2.695921239555622,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.87,geo_recomputed,13.05,3.61,0.28,0.25,0.25,0.31,357608.5336527415,0.55,22.0,1,12,1,geo_cluster_interpolation,12
all-kuzminki,22265747.69911938,54.07120164806703,3.0,3.0,6.0,"13 с2, улица Фёдора Полетаева, Рязанский район, Москва, Центральный федеральный округ, 109378, Россия",55.71184637045066,37.78283094480512,Рязанский проспект,9,9.529470974885545,косметический ремонт,панельные,1999.0,2.6598802837350775,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.78,geo_recomputed,11.39,3.25,0.18,0.2,0.24,0.17,411785.7014541742,0.5,27.0,1,12,1,geo_cluster_interpolation,12
3k,18375178.9690186,51.68450565832957,2.0,13.0,14.0,"Ташкентская улица, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.701784173977536,37.81568139004734,Юго-Восточная,11,8.9777459752635,косметический ремонт,панельные,1979.0,2.598834457479819,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.95,geo_recomputed,13.73,0.96,0.1,0.14,0.44,0.51,355525.8725021243,0.9285714285714286,47.0,1,12,1,geo_cluster_interpolation,12
all,15973073.922906486,43.76323848986803,2.0,11.0,15.0,"улица Заречье, район Кузьминки, Москва, Центральный федеральный округ, 109472, Россия",55.68731873857602,37.77542171429821,Волжская,16,6.963712604184913,евроремонт,монолитные,1977.0,2.689623144262177,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.37,geo_recomputed,12.34,3.41,0.87,0.79,0.56,0.57,364988.3892071776,0.7333333333333333,49.0,0,12,1,geo_cluster_interpolation,12
all,12361312.584867476,37.84061687566069,1.0,10.0,12.0,"Тополёвая аллея, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.68389665557941,37.80834410087518,Жулебино,36,8.933978298627476,требует ремонта / частичный ремонт,блочные,1972.0,2.6389089859981447,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,2.98,geo_recomputed,14.26,1.43,1.02,0.8,0.72,0.92,326667.84015401045,0.8333333333333334,54.0,0,12,1,geo_cluster_interpolation,12
all,14044986.268254552,41.66329790242452,1.0,13.0,20.0,"8, улица Маршала Кожедуба, район Люблино, Москва, Центральный федеральный округ, 109559, Россия",55.67094076526854,37.7870578568767,Люблино,21,9.157009076623126,требует ремонта / частичный ремонт,блочные,1992.0,2.5542568457104218,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.71,geo_recomputed,14.04,3.04,0.37,0.29,0.63,0.23,337106.92564827495,0.65,34.0,0,12,1,geo_cluster_interpolation,12
all,11049493.738396715,27.782533442662995,1.0,4.0,9.0,"УВД по ЮВАО, Сормовский проезд, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.70675644145039,37.80656364142463,Юго-Восточная,11,5.977975700891686,косметический ремонт,панельные,1971.0,2.5832510280802885,не угловая,пассажирский,,двор,наземный паркинг,есть,synthetic,geo,0.92,geo_recomputed,12.98,1.66,0.37,0.29,0.2,0.35,397713.6844341582,0.4444444444444444,55.0,1,12,1,geo_cluster_interpolation,12
all,17118586.708602272,56.87876452155985,2.0,5.0,18.0,"Новорязанское шоссе (дублёр), район Выхино-Жулебино, Москва, Центральный федеральный округ, 109153, Россия",55.681394203095074,37.845485857763606,Жулебино,9,10.241603257989931,косметический ремонт,монолитные,1998.0,2.778492006930953,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.75,geo_recomputed,16.41,0.77,0.32,0.38,0.12,0.47,300966.2191609926,0.2777777777777778,28.0,1,12,1,geo_cluster_interpolation,12
1k,17839871.506263856,43.99889702178944,2.0,20.0,26.0,"аллея Первой Маёвки, Кусково, район Вешняки, Москва, Центральный федеральный округ, 111395, Россия",55.72515139450073,37.79527594708397,Вешняки,5,9.187966175621264,косметический ремонт,панельные,2001.0,2.658258169609628,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.43,geo_recomputed,11.64,2.77,0.38,0.41,0.44,0.1,405461.7891314201,0.7692307692307693,25.0,1,12,1,geo_cluster_interpolation,12
all,23304175.779626336,79.22176431317878,3.0,3.0,14.0,"МКАД, 11-й километр, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109433, Россия",55.68296343688304,37.83444389965474,Жулебино,16,10.317320272681725,ремонт по дизайн-проекту,панельные,2001.0,2.66137957841366,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.36,geo_recomputed,15.72,0.13,0.85,0.81,0.77,0.99,294163.8068990798,0.2142857142857142,25.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,16665863.756778652,38.99397212257783,1.0,13.0,16.0,"Волгоградский проспект, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.6926280260194,37.82380787778514,Юго-Восточная,23,9.498819736172546,евроремонт,панельные,2002.0,2.745727124799571,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.95,geo_recomputed,14.63,0.33,0.28,0.15,0.6,0.8,427395.8986375994,0.8125,24.0,0,12,1,geo_cluster_interpolation,12
all,20337977.717894543,49.0658860561067,2.0,12.0,20.0,"Ритуальные услуги, с19, улица Академика Скрябина, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.70257063345362,37.80018686066696,Юго-Восточная,18,8.17385567792022,unknown,панельные,1992.0,2.667236359446959,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,1.49,geo_recomputed,12.81,1.93,0.66,0.61,0.75,0.29,414503.4229003451,0.6,34.0,0,12,1,geo_cluster_interpolation,12
studio,8375899.678642625,23.292589467961243,1.0,3.0,12.0,"138 к4, Волгоградский проспект (дублёр), район Кузьминки, Москва, Центральный федеральный округ, 109439, Россия",55.70079914130041,37.78510502043586,Кузьминки,18,13.975553680776745,косметический ремонт,панельные,1979.0,2.700467514172481,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.46,geo_recomputed,12.06,2.83,0.15,0.23,0.36,0.17,359595.0415973975,0.25,47.0,0,12,1,geo_cluster_interpolation,12
all,11248635.888845094,43.96215535603001,2.0,9.0,10.0,"14 с1, улица Степана Шутова, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109380, Россия",55.67889733618715,37.809815682543515,Жулебино,35,6.3736809235816505,косметический ремонт,кирпичные,1972.0,2.6412524627252947,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,2.96,geo_recomputed,14.64,1.45,0.47,0.43,0.47,0.49,255870.8916282056,0.9,54.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,26054879.813628424,90.51694390395907,2.0,14.0,15.0,"Детский сад №2317, 30 к2, Жулебинский бульвар, 3-й микрорайон Жулебино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109156, Россия",55.68852107182131,37.855394629070574,Жулебино,5,10.67396477398748,ремонт по дизайн-проекту,монолитно-кирпичный,1996.0,2.50139854163549,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.42,geo_recomputed,16.6,1.55,0.33,0.03,0.19,0.1,287845.33248574275,0.9333333333333332,30.0,1,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,24903801.24036633,67.23671197414184,3.0,8.0,11.0,"3, МКАД, 8-й километр, Косино, район Косино-Ухтомский, Москва, Центральный федеральный округ, 109145, Россия",55.71074430472341,37.838421037944,Косино,8,7.416912640426247,ремонт по дизайн-проекту,монолитно-кирпичный,2002.0,2.503383317763913,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.68,geo_recomputed,14.69,0.1,0.83,0.99,0.78,0.41,370389.9329572203,0.7272727272727273,24.0,1,12,1,geo_cluster_interpolation,12
3k,20637835.647860773,49.01435128320969,2.0,4.0,7.0,"13 к1, улица Шумилова, район Кузьминки, Москва, Центральный федеральный округ, 109457, Россия",55.70695024596474,37.77826546254108,Кузьминки,11,6.603161505648828,косметический ремонт,панельные,1999.0,2.6429626374620168,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.95,geo_recomputed,11.36,3.38,0.22,0.22,0.29,0.18,421056.9987678374,0.5714285714285714,27.0,1,12,1,geo_cluster_interpolation,12
all,21929223.77354687,66.88707686316552,3.0,7.0,10.0,"улица Заречье, район Кузьминки, Москва, Центральный федеральный округ, 109472, Россия",55.68589536355889,37.776485942726545,Люблино,17,10.589839639594024,косметический ремонт,панельные,2002.0,2.683794456249512,,unknown,,unknown,unknown,,synthetic,geo,1.39,geo_recomputed,12.49,3.36,0.76,0.64,0.48,0.44,327854.4197470112,0.7,24.0,0,12,1,geo_cluster_interpolation,12
3k,18359798.942239963,55.821761522862374,3.0,10.0,17.0,"4-я Новокузьминская улица, Рязанский район, Москва, Центральный федеральный округ, 109377, Россия",55.71331414055389,37.7869935242675,Рязанский проспект,6,6.890874304137417,требует ремонта / частичный ремонт,панельные,1976.0,2.666722159307661,,unknown,,unknown,unknown,,synthetic,geo,0.48,geo_recomputed,11.57,3.05,0.06,0.11,0.31,0.26,328900.3865404806,0.5882352941176471,50.0,1,12,1,geo_cluster_interpolation,12
1k,13534823.910112929,37.55214384233392,1.0,12.0,16.0,"28 с7, Ташкентская улица, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.699696112059165,37.80346481444624,Юго-Восточная,19,8.499791922252822,косметический ремонт,панельные,2001.0,2.67929781604074,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.54,geo_recomputed,13.13,1.67,0.52,0.5,0.44,0.17,360427.4623291846,0.75,25.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,24570257.91585396,75.67995873646889,3.0,6.0,15.0,"Жулебино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109153, Россия",55.69526162588091,37.84419325787872,Лермонтовский проспект,10,8.564531499522861,евроремонт,панельные,1995.0,2.6486537577345364,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.87,geo_recomputed,15.65,0.91,0.45,0.57,0.28,0.42,324660.03319864353,0.4,31.0,1,12,1,geo_cluster_interpolation,12
all-kuzminki,16724652.048587844,74.48428175265074,3.0,3.0,13.0,"Волгоградский проспект, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.68844108505757,37.82762634326336,Жулебино,22,10.221498405214728,косметический ремонт,панельные,1987.0,2.6795252316866223,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.82,geo_recomputed,15.05,0.14,0.8,0.67,0.95,1.2,224539.34783351317,0.2307692307692307,39.0,0,12,1,geo_cluster_interpolation,12
2k,26135927.326232675,71.80175092931368,3.0,3.0,17.0,"Московское высшее военное командное училище, улица Головачёва, район Люблино, Москва, Центральный федеральный округ, 109380, Россия",55.67564059079068,37.81720265686933,Котельники,31,9.73542822218767,косметический ремонт,кирпичные,2002.0,2.6765313356959126,не угловая,пассажирский,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,2.57,geo_recomputed,15.23,1.08,0.49,0.59,0.76,0.34,364001.253283678,0.1764705882352941,24.0,0,12,1,geo_cluster_interpolation,12
all,15037900.882773008,45.91066630231723,2.0,7.0,13.0,"44 к1, Окская улица, Рязанский район, Москва, Центральный федеральный округ, 109457, Россия",55.7167988455558,37.77647824260245,Окская,6,6.787865830338595,требует ремонта / частичный ремонт,кирпичные,1977.0,2.6816328512518037,,unknown,,unknown,unknown,,synthetic,geo,0.54,geo_recomputed,10.81,3.79,0.27,0.19,0.28,0.24,327546.99711282575,0.5384615384615384,49.0,1,12,1,geo_cluster_interpolation,12
1k,13224547.409469238,37.79742762904807,1.0,11.0,12.0,"10, улица Маршала Кожедуба, район Люблино, Москва, Центральный федеральный округ, 109559, Россия",55.67145253067627,37.790120034548885,Люблино,23,9.570863239551906,косметический ремонт,панельные,2003.0,2.663853172503177,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.88,geo_recomputed,14.15,2.84,0.19,0.11,0.82,0.1,349879.5616267259,0.9166666666666666,23.0,0,12,1,geo_cluster_interpolation,12
all-kuzminki,21394309.89080779,54.55679279699023,3.0,5.0,8.0,"Волгоградский проспект, район Кузьминки, Москва, Центральный федеральный округ, 109443, Россия",55.70472386514614,37.77098702317058,Кузьминки,6,9.59927588156617,косметический ремонт,панельные,1997.0,2.6770755886259168,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.49,geo_recomputed,11.07,3.77,0.26,0.16,0.51,0.08,392147.49976996565,0.625,29.0,1,12,1,geo_cluster_interpolation,12
2k,14602972.463981189,39.91591409231061,2.0,6.0,9.0,"Спортшкола № 64, Есенинский бульвар, район Кузьминки, Москва, Центральный федеральный округ, 109439, Россия",55.70133225194004,37.78087362838925,Кузьминки,14,5.6005260607889396,косметический ремонт,блоки железобетонные,1963.0,2.665358874895921,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.19,geo_recomputed,11.79,3.1,0.04,0.25,0.1,0.25,365843.3683921146,0.6666666666666666,63.0,1,12,1,geo_cluster_interpolation,12
all,15512438.886245158,36.38050234948723,1.0,9.0,28.0,"98, улица Юных Ленинцев, район Кузьминки, Москва, Центральный федеральный округ, 109439, Россия",55.69624071343527,37.78481476922795,Кузьминки,20,6.702874267374427,черновая отделка,монолитные,2003.0,2.601519690575248,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,1.7,geo_recomputed,12.29,2.79,0.28,0.31,0.65,0.18,426394.3014647185,0.3214285714285714,23.0,0,12,1,geo_cluster_interpolation,12
3k,16899569.934700277,44.22053254810584,2.0,12.0,13.0,"Школа №1420. Корпус №1, Самаркандский бульвар, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.70261127894406,37.81882236976229,Юго-Восточная,10,8.329164030748688,косметический ремонт,панельные,1979.0,2.5780890025159913,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.82,geo_recomputed,13.87,0.79,0.31,0.04,0.62,0.32,382165.68098350865,0.9230769230769232,47.0,1,12,1,geo_cluster_interpolation,12
2k,20765435.92593812,44.63865379386176,1.0,4.0,20.0,"Ставропольский проезд, район Люблино, Москва, Центральный федеральный округ, 109380, Россия",55.67589897913315,37.8007363955243,Люблино,29,13.451611265732591,косметический ремонт,кирпичные,1998.0,2.664177558592474,не угловая,пассажирский,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,2.45,geo_recomputed,14.37,2.08,0.56,0.25,0.27,0.13,465189.564672615,0.2,28.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,17686862.18097175,40.17654560468222,1.0,7.0,22.0,"Волнистая, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109380, Россия",55.68163649023109,37.828673078005586,Жулебино,21,17.180232578534522,unknown,монолитно-кирпичный,1995.0,2.652186890420934,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,geo,1.74,geo_recomputed,15.48,0.23,1.23,1.19,1.13,1.32,440228.54416111135,0.3181818181818182,31.0,0,12,1,geo_cluster_interpolation,12
4k,24966869.3091095,57.568807925697946,2.0,3.0,17.0,"12, улица Маршала Кожедуба, район Люблино, Москва, Центральный федеральный округ, 109559, Россия",55.67243765472613,37.7891626908194,Люблино,21,9.29134657901814,современный ремонт,панельные,2002.0,2.6774319587459305,,unknown,,unknown,unknown,,synthetic,geo,1.79,geo_recomputed,14.03,2.88,0.26,0.18,0.78,0.23,433687.446530652,0.1764705882352941,24.0,0,12,1,geo_cluster_interpolation,12
all,16632212.498966249,44.59612408016543,2.0,10.0,11.0,"Сормовская улица, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.70406775518913,37.81060447058228,Юго-Восточная,11,8.189952948624018,косметический ремонт,блочные,1976.0,2.6451244301819252,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.88,geo_recomputed,13.33,1.33,0.01,0.16,0.5,0.56,372951.9737874169,0.9090909090909092,50.0,1,12,1,geo_cluster_interpolation,12
all,19772865.66964023,66.1599971705566,2.0,5.0,15.0,"ЦОДД, Волгоградский проспект, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.689547445745006,37.82005877454475,Юго-Восточная,27,11.071121074643983,ремонт по дизайн-проекту,панельные,2003.0,2.678248238664124,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,2.27,geo_recomputed,14.58,0.59,0.65,0.45,0.47,0.74,298864.3669174734,0.3333333333333333,23.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,17817701.341438934,39.8140505978183,1.0,6.0,21.0,"Волгоградский проспект, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.68697047378946,37.82839030515684,Жулебино,21,17.313433799684585,unknown,монолитно-кирпичный,1986.0,2.6498399638021906,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,geo,1.74,geo_recomputed,15.17,0.12,0.97,0.83,1.04,1.26,447522.94915743376,0.2857142857142857,40.0,0,12,1,geo_cluster_interpolation,12
all,10663858.000953833,43.853046742009475,2.0,9.0,9.0,"улица Степана Шутова, район Люблино, Москва, Центральный федеральный округ, 109380, Россия",55.6740583600893,37.8097930813373,Люблино,36,5.899034636487369,косметический ремонт,кирпичные,1969.0,2.6388810306547006,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,3.03,geo_recomputed,14.95,1.57,0.04,0.18,0.34,0.15,243172.56822975268,1.0,57.0,0,12,1,geo_cluster_interpolation,12
1k,14024810.703996845,40.01707602919737,1.0,13.0,19.0,"5 с5, Сурский проезд, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.707583630910946,37.80307707973164,Юго-Восточная,13,8.986602958633501,косметический ремонт,панельные,2001.0,2.623326594541761,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.09,geo_recomputed,12.74,1.9,0.54,0.43,0.32,0.19,350470.6514230081,0.6842105263157895,25.0,1,12,1,geo_cluster_interpolation,12
all,17669363.105880763,38.89192223513949,1.0,4.0,6.0,"21 к1, улица Фёдора Полетаева, Рязанский район, Москва, Центральный федеральный округ, 109378, Россия",55.70786354823403,37.79007121012702,Рязанский проспект,11,6.097482954404402,unknown,панельные,1995.0,2.6011236073359782,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.93,geo_recomputed,11.99,2.69,0.22,0.24,0.47,0.47,454319.6142132621,0.6666666666666666,31.0,1,12,1,geo_cluster_interpolation,12
2k,21874959.041822128,47.531054790087026,2.0,4.0,17.0,"Скорая медицинская помощь, подстанция 20, 1А, Цимлянская улица, район Люблино, Москва, Центральный федеральный округ, 109559, Россия",55.67086317238464,37.77682491579783,Люблино,14,8.82464968564214,косметический ремонт,кирпичные,2002.0,2.682640255719616,не угловая,пассажирский,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,1.15,geo_recomputed,13.56,3.67,0.44,0.37,0.02,0.25,460224.5655693785,0.2352941176470588,24.0,1,12,1,geo_cluster_interpolation,12
2k,23298834.042424135,74.5617056766165,2.0,12.0,12.0,"Госпиталь ветеранов войн № 2, 168, Волгоградский проспект, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.692057894769135,37.81260382866004,Юго-Восточная,25,8.030263787833471,косметический ремонт,блоки железобетонные,1978.0,2.6074240027559865,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,2.05,geo_recomputed,14.03,1.04,0.74,0.47,0.24,0.24,312477.2137519776,1.0,48.0,0,12,1,geo_cluster_interpolation,12
4k,25977922.538830608,83.8118944252684,4.0,3.0,15.0,"1, улица Авиаконструктора Миля, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109156, Россия",55.68826235462661,37.849912554899255,Жулебино,6,9.242037837935444,современный ремонт,панельные,2002.0,2.6390597897853323,,unknown,,unknown,unknown,,synthetic,geo,0.54,geo_recomputed,16.31,1.21,0.12,0.33,0.29,0.05,309955.08116087323,0.2,24.0,1,12,1,geo_cluster_interpolation,12
all,18856886.259303387,60.85540505162249,2.0,11.0,15.0,"Померанцевая оранжерея, 9, Кузьминская улица, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.68778693561417,37.79062934586911,Люблино,26,10.123439216720788,косметический ремонт,панельные,2001.0,2.6809624403333343,,unknown,,unknown,unknown,,synthetic,geo,2.2,geo_recomputed,13.09,2.45,0.74,0.19,1.36,0.94,309863.78684535,0.7333333333333333,25.0,0,12,1,geo_cluster_interpolation,12
2k,19601398.460467186,54.00817432577436,3.0,2.0,10.0,"Капучинофф, MTB-трейл ""Грязный"", район Кузьминки, Москва, Центральный федеральный округ, 109472, Россия",55.69459688218433,37.774340462545354,Волжская,16,10.12612243741111,требует ремонта / частичный ремонт,монолитные,2002.0,2.680538338890544,,unknown,,unknown,unknown,,synthetic,geo,1.34,geo_recomputed,11.83,3.44,0.29,0.65,0.74,0.42,362933.92074748944,0.2,24.0,0,12,1,geo_cluster_interpolation,12
all,13865274.954482133,29.458935721542225,1.0,5.0,30.0,"21 к2, 1-я Новокузьминская улица, Рязанский район, Москва, Центральный федеральный округ, 109377, Россия",55.71550336268153,37.79354457420071,Рязанский проспект,1,5.104492174949889,черновая отделка,монолитные,2000.0,2.6798979070846745,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.09,geo_recomputed,11.86,2.72,0.13,0.32,0.17,0.05,470664.4899035837,0.1666666666666666,26.0,1,12,1,geo_cluster_interpolation,12
all-veshnyaki,12826012.36173825,36.9954882041345,1.0,7.0,12.0,"Рязанский проспект (дублёр), Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109542, Россия",55.711236115072566,37.81842842993763,Юго-Восточная,2,8.723334994294733,требует ремонта / частичный ремонт,монолитные,1981.0,2.516896605269616,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.17,geo_recomputed,13.49,1.09,0.25,0.29,0.48,0.04,346691.2584303957,0.5833333333333334,45.0,1,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,16448907.40952756,40.760510256596305,1.0,6.0,19.0,"ЛИК ОКБ «Камов», Новорязанское шоссе, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109153, Россия",55.688074307766136,37.83305773125685,Жулебино,18,15.583008443896263,unknown,монолитно-кирпичный,1984.0,2.655349153771718,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,geo,1.48,geo_recomputed,15.37,0.16,0.87,0.78,1.08,0.97,403550.0857564859,0.3157894736842105,42.0,0,12,1,geo_cluster_interpolation,12
all,7398159.812977084,18.084923953022138,1.0,2.0,20.0,"16 с6, Сормовская улица, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",55.70658830159455,37.8057536042551,Юго-Восточная,12,3.629433509702265,черновая отделка,монолитные,1981.0,2.682069892256842,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.97,geo_recomputed,12.94,1.7,0.4,0.34,0.24,0.34,409078.84557296097,0.1,45.0,1,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,30985528.976543624,125.8490515301905,3.0,12.0,17.0,"Маска, 7, улица Авиаконструктора Миля, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109156, Россия",55.68614463917488,37.85494387572531,Жулебино,2,10.317710038297564,без стен,монолитные,2005.0,2.6417875341805708,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.17,geo_recomputed,16.69,1.47,0.42,0.25,0.12,0.03,246211.8593647912,0.7058823529411765,21.0,1,12,1,geo_cluster_interpolation,12
3k,15223771.57782044,43.562568650070105,1.0,14.0,16.0,"Спортивный центр ДОСААФ России, улица Заречье, район Кузьминки, Москва, Центральный федеральный округ, 109472, Россия",55.68579218467023,37.770086876240654,Волжская,13,9.285885065132364,косметический ремонт,панельные,1981.0,2.670434747741085,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,1.12,geo_recomputed,12.17,3.76,0.63,0.59,0.29,0.43,349469.09811747156,0.875,45.0,1,12,1,geo_cluster_interpolation,12
all,14792773.414343184,43.76290234262059,2.0,9.0,13.0,"АО НИЦ Строительство, улица Михайлова, Рязанский район, Москва, Центральный федеральный округ, 109457, Россия",55.722094149180194,37.77727093171415,Окская,6,6.225934026316269,требует ремонта / частичный ремонт,кирпичные,1974.0,2.6663266162384645,,unknown,,unknown,unknown,,synthetic,geo,0.51,geo_recomputed,10.66,3.88,0.59,0.26,0.35,0.24,338020.8492236251,0.6923076923076923,52.0,1,12,1,geo_cluster_interpolation,12
